StopName,ArrivalTime,DepartureTime
Sabzi Mandi,16:55:43,16:56:03
Metro CNC,16:58:23,16:58:43
IMC Hospital,17:01:03,17:01:23
PAEC General Hospital,17:02:13,17:02:33
Islamic University,17:05:03,17:05:23
FAST University,17:06:23,17:06:43
NPA,17:08:33,17:08:53
Police Foundation Metro Station,17:10:43,17:11:03
Nust Metro Station,17:13:13,17:13:13
Khanna Pul,17:15:00,17:15:00
Zia Masjid,17:17:48,17:18:08
Kuri Road,17:20:08,17:20:28
Iqbal Town,17:22:08,17:22:28
Dhok Kala Khan,17:24:03,17:24:23
Sohan,17:26:03,17:26:23
Faizabad,17:29:03,17:29:23
JP Metro Station,17:31:33,17:31:53
Potohar Metro Station,17:36:13,17:36:33
MCI Model School,17:38:23,17:38:43
CDA Complain Center,17:40:23,17:40:43
OGTI Stop,17:42:33,17:42:53
Sui Gas Stop,17:44:13,17:44:33
PTCL I-10,17:46:43,17:47:03
IESCO,17:48:33,17:48:53
Kurang Road,17:51:13,17:51:33
Mandi Morh,17:54:13,17:54:33
Sabzi Mandi,17:55:43,17:56:03
Metro CNC,17:58:23,17:58:43
IMC Hospital,18:01:03,18:01:23
PAEC General Hospital,18:02:13,18:02:33
Islamic University,18:05:03,18:05:23
FAST University,18:06:23,18:06:43
NPA,18:08:33,18:08:53
Police Foundation Metro Station,18:10:43,18:11:03
Nust Metro Station,18:13:13,18:13:13
Khanna Pul,18:15:00,18:15:00
Zia Masjid,18:17:48,18:18:08
Kuri Road,18:20:08,18:20:28
Iqbal Town,18:22:08,18:22:28
Dhok Kala Khan,18:24:03,18:24:23
Sohan,18:26:03,18:26:23
Faizabad,18:29:03,18:29:23
JP Metro Station,18:31:33,18:31:53
Potohar Metro Station,18:36:13,18:36:33
MCI Model School,18:38:23,18:38:43
CDA Complain Center,18:40:23,18:40:43
OGTI Stop,18:42:33,18:42:53
Sui Gas Stop,18:44:13,18:44:33
PTCL I-10,18:46:43,18:47:03
IESCO,18:48:33,18:48:53
Kurang Road,18:51:13,18:51:33
Mandi Morh,18:54:13,18:54:33
Sabzi Mandi,18:55:43,18:56:03
Metro CNC,18:58:23,18:58:43
IMC Hospital,19:01:03,19:01:23
PAEC General Hospital,19:02:13,19:02:33
Islamic University,19:05:03,19:05:23
FAST University,19:06:23,19:06:43
NPA,19:08:33,19:08:53
Police Foundation Metro Station,19:10:43,19:11:03
Nust Metro Station,19:13:13,19:13:13
Khanna Pul,19:15:00,19:15:00
Zia Masjid,19:17:48,19:18:08
Kuri Road,19:20:08,19:20:28
Iqbal Town,19:22:08,19:22:28
Dhok Kala Khan,19:24:03,19:24:23
Sohan,19:26:03,19:26:23
Faizabad,19:29:03,19:29:23
JP Metro Station,19:31:33,19:31:53
Potohar Metro Station,19:36:13,19:36:33
MCI Model School,19:38:23,19:38:43
CDA Complain Center,19:40:23,19:40:43
OGTI Stop,19:42:33,19:42:53
Sui Gas Stop,19:44:13,19:44:33
PTCL I-10,19:46:43,19:47:03
IESCO,19:48:33,19:48:53
Kurang Road,19:51:13,19:51:33
Mandi Morh,19:54:13,19:54:33
Sabzi Mandi,19:55:43,19:56:03
Metro CNC,19:58:23,19:58:43
IMC Hospital,20:01:03,20:01:23
PAEC General Hospital,20:02:13,20:02:33
Islamic University,20:05:03,20:05:23
FAST University,20:06:23,20:06:43
NPA,20:08:33,20:08:53
Police Foundation Metro Station,20:10:43,20:11:03
Nust Metro Station,20:13:13,20:13:13
Khanna Pul,20:15:00,20:15:00
Zia Masjid,20:17:48,20:18:08
Kuri Road,20:20:08,20:20:28
Iqbal Town,20:22:08,20:22:28
Dhok Kala Khan,20:24:03,20:24:23
Sohan,20:26:03,20:26:23
Faizabad,20:29:03,20:29:23
JP Metro Station,20:31:33,20:31:53
Potohar Metro Station,20:36:13,20:36:33
MCI Model School,20:38:23,20:38:43
CDA Complain Center,20:40:23,20:40:43
OGTI Stop,20:42:33,20:42:53
Sui Gas Stop,20:44:13,20:44:33
PTCL I-10,20:46:43,20:47:03
IESCO,20:48:33,20:48:53
Kurang Road,20:51:13,20:51:33
Mandi Morh,20:54:13,20:54:33
Sabzi Mandi,20:55:43,20:56:03
Metro CNC,20:58:23,20:58:43
IMC Hospital,21:01:03,21:01:23
PAEC General Hospital,21:02:13,21:02:33
Islamic University,21:05:03,21:05:23
FAST University,21:06:23,21:06:43
NPA,21:08:33,21:08:53
Police Foundation Metro Station,21:10:43,21:11:03
Nust Metro Station,21:13:13,21:13:13
Khanna Pul,21:15:00,21:15:00
Zia Masjid,21:17:48,21:18:08
Kuri Road,21:20:08,21:20:28
Iqbal Town,21:22:08,21:22:28
Dhok Kala Khan,21:24:03,21:24:23
Sohan,21:26:03,21:26:23
Faizabad,21:29:03,21:29:23
JP Metro Station,21:31:33,21:31:53
Potohar Metro Station,21:36:13,21:36:33
MCI Model School,21:38:23,21:38:43
CDA Complain Center,21:40:23,21:40:43
OGTI Stop,21:42:33,21:42:53
Sui Gas Stop,21:44:13,21:44:33
PTCL I-10,21:46:43,21:47:03
IESCO,21:48:33,21:48:53
Kurang Road,21:51:13,21:51:33
Mandi Morh,21:54:13,21:54:33
Sabzi Mandi,21:55:43,21:56:03
Metro CNC,21:58:23,21:58:43
IMC Hospital,22:01:03,22:01:23
PAEC General Hospital,22:02:13,22:02:33
Islamic University,22:05:03,22:05:23
FAST University,22:06:23,22:06:43
NPA,22:08:33,22:08:53
Police Foundation Metro Station,22:10:43,22:11:03
Nust Metro Station,22:13:13,22:13:13
Khanna Pul,22:00:00,22:00:00
Zia Masjid,22:02:48,22:03:08
Kuri Road,22:05:08,22:05:28
Iqbal Town,22:07:08,22:07:28
Dhok Kala Khan,22:09:03,22:09:23
Sohan,22:11:03,22:11:23
Faizabad,22:14:03,22:14:23
JP Metro Station,22:16:33,22:16:53
Potohar Metro Station,22:21:13,22:21:33
MCI Model School,22:23:23,22:23:43
CDA Complain Center,22:25:23,22:25:43
OGTI Stop,22:27:33,22:27:53
Sui Gas Stop,22:29:13,22:29:33
PTCL I-10,22:31:43,22:32:03
IESCO,22:33:33,22:33:53
Kurang Road,22:36:13,22:36:33
Mandi Morh,22:39:13,22:39:33
Sabzi Mandi,22:40:43,22:41:03
Metro CNC,22:43:23,22:43:43
IMC Hospital,22:46:03,22:46:23
PAEC General Hospital,22:47:13,22:47:33
Islamic University,22:50:03,22:50:23
FAST University,22:51:23,22:51:43
NPA,22:53:33,22:53:53
Police Foundation Metro Station,22:55:43,22:56:03
Nust Metro Station,22:58:13,22:58:13
