StopName,ArrivalTime,DepartureTime
A.K Bari Road,06:51:00,06:51:20
Bar Council,06:52:10,06:52:30
NUST Metro Station,06:53:50,06:54:10
Mehrabad,07:00:20,07:00:40
G-11 Markaz,07:02:35,07:02:55
Institute of Modern Studies,07:04:31,07:04:51
G-10/G-11,07:05:41,07:06:01
Tanki Stop,07:08:28,07:08:48
PHA Flats,07:09:28,07:09:48
G-10 Markaz,07:10:28,07:10:48
College Morh,07:12:38,07:12:58
Police Flats,07:15:13,07:15:33
G-9 Markaz,07:17:59,07:18:19
Karachi Company,07:20:24,07:20:44
G-9/4,07:21:34,07:21:54
Chaman Metro Station,07:23:32,07:23:52
Development Park,07:25:25,07:25:45
G-8 Markaz,07:27:28,07:27:48
Dental Hospital,07:28:44,07:29:04
NORI Hospital,07:31:57,07:32:17
Children Hospital,07:34:28,07:34:48
PIMS Hospital,07:37:20,07:37:20
Police Foundation Metro Station,07:00:00,07:00:00
A.K Bari Road,07:01:00,07:01:20
Bar Council,07:02:10,07:02:30
NUST Metro Station,07:03:50,07:04:10
Mehrabad,07:10:20,07:10:40
G-11 Markaz,07:12:35,07:12:55
Institute of Modern Studies,07:14:31,07:14:51
G-10/G-11,07:15:41,07:16:01
Tanki Stop,07:18:28,07:18:48
PHA Flats,07:19:28,07:19:48
G-10 Markaz,07:20:28,07:20:48
College Morh,07:22:38,07:22:58
Police Flats,07:25:13,07:25:33
G-9 Markaz,07:27:59,07:28:19
Karachi Company,07:30:24,07:30:44
G-9/4,07:31:34,07:31:54
Chaman Metro Station,07:33:32,07:33:52
Development Park,07:35:25,07:35:45
G-8 Markaz,07:37:28,07:37:48
Dental Hospital,07:38:44,07:39:04
NORI Hospital,07:41:57,07:42:17
Children Hospital,07:44:28,07:44:48
PIMS Hospital,07:47:20,07:47:20
Police Foundation Metro Station,07:10:00,07:10:00
A.K Bari Road,07:11:00,07:11:20
Bar Council,07:12:10,07:12:30
NUST Metro Station,07:13:50,07:14:10
Mehrabad,07:20:20,07:20:40
G-11 Markaz,07:22:35,07:22:55
Institute of Modern Studies,07:24:31,07:24:51
G-10/G-11,07:25:41,07:26:01
Tanki Stop,07:28:28,07:28:48
PHA Flats,07:29:28,07:29:48
G-10 Markaz,07:30:28,07:30:48
College Morh,07:32:38,07:32:58
Police Flats,07:35:13,07:35:33
G-9 Markaz,07:37:59,07:38:19
Karachi Company,07:40:24,07:40:44
G-9/4,07:41:34,07:41:54
Chaman Metro Station,07:43:32,07:43:52
Development Park,07:45:25,07:45:45
G-8 Markaz,07:47:28,07:47:48
Dental Hospital,07:48:44,07:49:04
NORI Hospital,07:51:57,07:52:17
Children Hospital,07:54:28,07:54:48
PIMS Hospital,07:57:20,07:57:20
Police Foundation Metro Station,07:20:00,07:20:00
A.K Bari Road,07:21:00,07:21:20
Bar Council,07:22:10,07:22:30
NUST Metro Station,07:23:50,07:24:10
Mehrabad,07:30:20,07:30:40
G-11 Markaz,07:32:35,07:32:55
Institute of Modern Studies,07:34:31,07:34:51
G-10/G-11,07:35:41,07:36:01
Tanki Stop,07:38:28,07:38:48
PHA Flats,07:39:28,07:39:48
G-10 Markaz,07:40:28,07:40:48
College Morh,07:42:38,07:42:58
Police Flats,07:45:13,07:45:33
G-9 Markaz,07:47:59,07:48:19
Karachi Company,07:50:24,07:50:44
G-9/4,07:51:34,07:51:54
Chaman Metro Station,07:53:32,07:53:52
Development Park,07:55:25,07:55:45
G-8 Markaz,07:57:28,07:57:48
Dental Hospital,07:58:44,07:59:04
NORI Hospital,08:01:57,08:02:17
Children Hospital,08:04:28,08:04:48
PIMS Hospital,08:07:20,08:07:20
Police Foundation Metro Station,07:30:00,07:30:00
A.K Bari Road,07:31:00,07:31:20
Bar Council,07:32:10,07:32:30
NUST Metro Station,07:33:50,07:34:10
Mehrabad,07:40:20,07:40:40
G-11 Markaz,07:42:35,07:42:55
Institute of Modern Studies,07:44:31,07:44:51
G-10/G-11,07:45:41,07:46:01
Tanki Stop,07:48:28,07:48:48
PHA Flats,07:49:28,07:49:48
G-10 Markaz,07:50:28,07:50:48
College Morh,07:52:38,07:52:58
Police Flats,07:55:13,07:55:33
G-9 Markaz,07:57:59,07:58:19
Karachi Company,08:00:24,08:00:44
G-9/4,08:01:34,08:01:54
Chaman Metro Station,08:03:32,08:03:52
Development Park,08:05:25,08:05:45
G-8 Markaz,08:07:28,08:07:48
Dental Hospital,08:08:44,08:09:04
NORI Hospital,08:11:57,08:12:17
Children Hospital,08:14:28,08:14:48
PIMS Hospital,08:17:20,08:17:20
Police Foundation Metro Station,07:40:00,07:40:00
A.K Bari Road,07:41:00,07:41:20
Bar Council,07:42:10,07:42:30
NUST Metro Station,07:43:50,07:44:10
Mehrabad,07:50:20,07:50:40
G-11 Markaz,07:52:35,07:52:55
Institute of Modern Studies,07:54:31,07:54:51
G-10/G-11,07:55:41,07:56:01
Tanki Stop,07:58:28,07:58:48
PHA Flats,07:59:28,07:59:48
G-10 Markaz,08:00:28,08:00:48
College Morh,08:02:38,08:02:58
Police Flats,08:05:13,08:05:33
G-9 Markaz,08:07:59,08:08:19
Karachi Company,08:10:24,08:10:44
G-9/4,08:11:34,08:11:54
Chaman Metro Station,08:13:32,08:13:52
Development Park,08:15:25,08:15:45
G-8 Markaz,08:17:28,08:17:48
Dental Hospital,08:18:44,08:19:04
NORI Hospital,08:21:57,08:22:17
Children Hospital,08:24:28,08:24:48
PIMS Hospital,08:27:20,08:27:20
Police Foundation Metro Station,07:50:00,07:50:00
A.K Bari Road,07:51:00,07:51:20
Bar Council,07:52:10,07:52:30
NUST Metro Station,07:53:50,07:54:10
Mehrabad,08:00:20,08:00:40
G-11 Markaz,08:02:35,08:02:55
Institute of Modern Studies,08:04:31,08:04:51
G-10/G-11,08:05:41,08:06:01
Tanki Stop,08:08:28,08:08:48
PHA Flats,08:09:28,08:09:48
G-10 Markaz,08:10:28,08:10:48
College Morh,08:12:38,08:12:58
Police Flats,08:15:13,08:15:33
G-9 Markaz,08:17:59,08:18:19
Karachi Company,08:20:24,08:20:44
G-9/4,08:21:34,08:21:54
Chaman Metro Station,08:23:32,08:23:52
Development Park,08:25:25,08:25:45
G-8 Markaz,08:27:28,08:27:48
Dental Hospital,08:28:44,08:29:04
NORI Hospital,08:31:57,08:32:17
Children Hospital,08:34:28,08:34:48
PIMS Hospital,08:37:20,08:37:20
Police Foundation Metro Station,08:00:00,08:00:00
A.K Bari Road,08:01:00,08:01:20
Bar Council,08:02:10,08:02:30
NUST Metro Station,08:03:50,08:04:10
Mehrabad,08:10:20,08:10:40
G-11 Markaz,08:12:35,08:12:55
Institute of Modern Studies,08:14:31,08:14:51
G-10/G-11,08:15:41,08:16:01
Tanki Stop,08:18:28,08:18:48
PHA Flats,08:19:28,08:19:48
G-10 Markaz,08:20:28,08:20:48
College Morh,08:22:38,08:22:58
Police Flats,08:25:13,08:25:33
G-9 Markaz,08:27:59,08:28:19
Karachi Company,08:30:24,08:30:44
G-9/4,08:31:34,08:31:54
Chaman Metro Station,08:33:32,08:33:52
Development Park,08:35:25,08:35:45
G-8 Markaz,08:37:28,08:37:48
Dental Hospital,08:38:44,08:39:04
NORI Hospital,08:41:57,08:42:17
Children Hospital,08:44:28,08:44:48
PIMS Hospital,08:47:20,08:47:20
Police Foundation Metro Station,08:10:00,08:10:00
A.K Bari Road,08:11:00,08:11:20
Bar Council,08:12:10,08:12:30
NUST Metro Station,08:13:50,08:14:10
Mehrabad,08:20:20,08:20:40
G-11 Markaz,08:22:35,08:22:55
Institute of Modern Studies,08:24:31,08:24:51
G-10/G-11,08:25:41,08:26:01
Tanki Stop,08:28:28,08:28:48
PHA Flats,08:29:28,08:29:48
G-10 Markaz,08:30:28,08:30:48
College Morh,08:32:38,08:32:58
Police Flats,08:35:13,08:35:33
G-9 Markaz,08:37:59,08:38:19
Karachi Company,08:40:24,08:40:44
G-9/4,08:41:34,08:41:54
Chaman Metro Station,08:43:32,08:43:52
Development Park,08:45:25,08:45:45
G-8 Markaz,08:47:28,08:47:48
Dental Hospital,08:48:44,08:49:04
NORI Hospital,08:51:57,08:52:17
Children Hospital,08:54:28,08:54:48
PIMS Hospital,08:57:20,08:57:20
Police Foundation Metro Station,08:20:00,08:20:00
A.K Bari Road,08:21:00,08:21:20
Bar Council,08:22:10,08:22:30
NUST Metro Station,08:23:50,08:24:10
Mehrabad,08:30:20,08:30:40
G-11 Markaz,08:32:35,08:32:55
Institute of Modern Studies,08:34:31,08:34:51
G-10/G-11,08:35:41,08:36:01
Tanki Stop,08:38:28,08:38:48
PHA Flats,08:39:28,08:39:48
G-10 Markaz,08:40:28,08:40:48
College Morh,08:42:38,08:42:58
Police Flats,08:45:13,08:45:33
G-9 Markaz,08:47:59,08:48:19
Karachi Company,08:50:24,08:50:44
G-9/4,08:51:34,08:51:54
Chaman Metro Station,08:53:32,08:53:52
Development Park,08:55:25,08:55:45
G-8 Markaz,08:57:28,08:57:48
Dental Hospital,08:58:44,08:59:04
NORI Hospital,09:01:57,09:02:17
Children Hospital,09:04:28,09:04:48
PIMS Hospital,09:07:20,09:07:20
Police Foundation Metro Station,08:30:00,08:30:00
A.K Bari Road,08:31:00,08:31:20
Bar Council,08:32:10,08:32:30
NUST Metro Station,08:33:50,08:34:10
Mehrabad,08:40:20,08:40:40
G-11 Markaz,08:42:35,08:42:55
Institute of Modern Studies,08:44:31,08:44:51
G-10/G-11,08:45:41,08:46:01
Tanki Stop,08:48:28,08:48:48
PHA Flats,08:49:28,08:49:48
G-10 Markaz,08:50:28,08:50:48
College Morh,08:52:38,08:52:58
Police Flats,08:55:13,08:55:33
G-9 Markaz,08:57:59,08:58:19
Karachi Company,09:00:24,09:00:44
G-9/4,09:01:34,09:01:54
Chaman Metro Station,09:03:32,09:03:52
Development Park,09:05:25,09:05:45
G-8 Markaz,09:07:28,09:07:48
Dental Hospital,09:08:44,09:09:04
NORI Hospital,09:11:57,09:12:17
Children Hospital,09:14:28,09:14:48
PIMS Hospital,09:17:20,09:17:20
Police Foundation Metro Station,08:40:00,08:40:00
A.K Bari Road,08:41:00,08:41:20
Bar Council,08:42:10,08:42:30
NUST Metro Station,08:43:50,08:44:10
Mehrabad,08:50:20,08:50:40
G-11 Markaz,08:52:35,08:52:55
Institute of Modern Studies,08:54:31,08:54:51
G-10/G-11,08:55:41,08:56:01
Tanki Stop,08:58:28,08:58:48
PHA Flats,08:59:28,08:59:48
G-10 Markaz,09:00:28,09:00:48
College Morh,09:02:38,09:02:58
Police Flats,09:05:13,09:05:33
G-9 Markaz,09:07:59,09:08:19
Karachi Company,09:10:24,09:10:44
G-9/4,09:11:34,09:11:54
Chaman Metro Station,09:13:32,09:13:52
Development Park,09:15:25,09:15:45
G-8 Markaz,09:17:28,09:17:48
Dental Hospital,09:18:44,09:19:04
NORI Hospital,09:21:57,09:22:17
Children Hospital,09:24:28,09:24:48
PIMS Hospital,09:27:20,09:27:20
Police Foundation Metro Station,08:50:00,08:50:00
A.K Bari Road,08:51:00,08:51:20
Bar Council,08:52:10,08:52:30
NUST Metro Station,08:53:50,08:54:10
Mehrabad,09:00:20,09:00:40
G-11 Markaz,09:02:35,09:02:55
Institute of Modern Studies,09:04:31,09:04:51
G-10/G-11,09:05:41,09:06:01
Tanki Stop,09:08:28,09:08:48
PHA Flats,09:09:28,09:09:48
G-10 Markaz,09:10:28,09:10:48
College Morh,09:12:38,09:12:58
Police Flats,09:15:13,09:15:33
G-9 Markaz,09:17:59,09:18:19
Karachi Company,09:20:24,09:20:44
G-9/4,09:21:34,09:21:54
Chaman Metro Station,09:23:32,09:23:52
Development Park,09:25:25,09:25:45
G-8 Markaz,09:27:28,09:27:48
Dental Hospital,09:28:44,09:29:04
NORI Hospital,09:31:57,09:32:17
Children Hospital,09:34:28,09:34:48
PIMS Hospital,09:37:20,09:37:20
Police Foundation Metro Station,09:00:00,09:00:00
A.K Bari Road,09:01:00,09:01:20
Bar Council,09:02:10,09:02:30
NUST Metro Station,09:03:50,09:04:10
Mehrabad,09:10:20,09:10:40
G-11 Markaz,09:12:35,09:12:55
Institute of Modern Studies,09:14:31,09:14:51
G-10/G-11,09:15:41,09:16:01
Tanki Stop,09:18:28,09:18:48
PHA Flats,09:19:28,09:19:48
G-10 Markaz,09:20:28,09:20:48
College Morh,09:22:38,09:22:58
Police Flats,09:25:13,09:25:33
G-9 Markaz,09:27:59,09:28:19
Karachi Company,09:30:24,09:30:44
G-9/4,09:31:34,09:31:54
Chaman Metro Station,09:33:32,09:33:52
Development Park,09:35:25,09:35:45
G-8 Markaz,09:37:28,09:37:48
Dental Hospital,09:38:44,09:39:04
NORI Hospital,09:41:57,09:42:17
Children Hospital,09:44:28,09:44:48
PIMS Hospital,09:47:20,09:47:20
Police Foundation Metro Station,09:10:00,09:10:00
A.K Bari Road,09:11:00,09:11:20
Bar Council,09:12:10,09:12:30
NUST Metro Station,09:13:50,09:14:10
Mehrabad,09:20:20,09:20:40
G-11 Markaz,09:22:35,09:22:55
Institute of Modern Studies,09:24:31,09:24:51
G-10/G-11,09:25:41,09:26:01
Tanki Stop,09:28:28,09:28:48
PHA Flats,09:29:28,09:29:48
G-10 Markaz,09:30:28,09:30:48
College Morh,09:32:38,09:32:58
Police Flats,09:35:13,09:35:33
G-9 Markaz,09:37:59,09:38:19
Karachi Company,09:40:24,09:40:44
G-9/4,09:41:34,09:41:54
Chaman Metro Station,09:43:32,09:43:52
Development Park,09:45:25,09:45:45
G-8 Markaz,09:47:28,09:47:48
Dental Hospital,09:48:44,09:49:04
NORI Hospital,09:51:57,09:52:17
Children Hospital,09:54:28,09:54:48
PIMS Hospital,09:57:20,09:57:20
Police Foundation Metro Station,09:20:00,09:20:00
A.K Bari Road,09:21:00,09:21:20
Bar Council,09:22:10,09:22:30
NUST Metro Station,09:23:50,09:24:10
Mehrabad,09:30:20,09:30:40
G-11 Markaz,09:32:35,09:32:55
Institute of Modern Studies,09:34:31,09:34:51
G-10/G-11,09:35:41,09:36:01
Tanki Stop,09:38:28,09:38:48
PHA Flats,09:39:28,09:39:48
G-10 Markaz,09:40:28,09:40:48
College Morh,09:42:38,09:42:58
Police Flats,09:45:13,09:45:33
G-9 Markaz,09:47:59,09:48:19
Karachi Company,09:50:24,09:50:44
G-9/4,09:51:34,09:51:54
Chaman Metro Station,09:53:32,09:53:52
Development Park,09:55:25,09:55:45
G-8 Markaz,09:57:28,09:57:48
Dental Hospital,09:58:44,09:59:04
NORI Hospital,10:01:57,10:02:17
Children Hospital,10:04:28,10:04:48
PIMS Hospital,10:07:20,10:07:20
Police Foundation Metro Station,09:30:00,09:30:00
A.K Bari Road,09:31:00,09:31:20
Bar Council,09:32:10,09:32:30
NUST Metro Station,09:33:50,09:34:10
Mehrabad,09:40:20,09:40:40
G-11 Markaz,09:42:35,09:42:55
Institute of Modern Studies,09:44:31,09:44:51
G-10/G-11,09:45:41,09:46:01
Tanki Stop,09:48:28,09:48:48
PHA Flats,09:49:28,09:49:48
G-10 Markaz,09:50:28,09:50:48
College Morh,09:52:38,09:52:58
Police Flats,09:55:13,09:55:33
G-9 Markaz,09:57:59,09:58:19
Karachi Company,10:00:24,10:00:44
G-9/4,10:01:34,10:01:54
Chaman Metro Station,10:03:32,10:03:52
Development Park,10:05:25,10:05:45
G-8 Markaz,10:07:28,10:07:48
Dental Hospital,10:08:44,10:09:04
NORI Hospital,10:11:57,10:12:17
Children Hospital,10:14:28,10:14:48
PIMS Hospital,10:17:20,10:17:20
Police Foundation Metro Station,09:40:00,09:40:00
A.K Bari Road,09:41:00,09:41:20
Bar Council,09:42:10,09:42:30
NUST Metro Station,09:43:50,09:44:10
Mehrabad,09:50:20,09:50:40
G-11 Markaz,09:52:35,09:52:55
Institute of Modern Studies,09:54:31,09:54:51
G-10/G-11,09:55:41,09:56:01
Tanki Stop,09:58:28,09:58:48
PHA Flats,09:59:28,09:59:48
G-10 Markaz,10:00:28,10:00:48
College Morh,10:02:38,10:02:58
Police Flats,10:05:13,10:05:33
G-9 Markaz,10:07:59,10:08:19
Karachi Company,10:10:24,10:10:44
G-9/4,10:11:34,10:11:54
Chaman Metro Station,10:13:32,10:13:52
Development Park,10:15:25,10:15:45
G-8 Markaz,10:17:28,10:17:48
Dental Hospital,10:18:44,10:19:04
NORI Hospital,10:21:57,10:22:17
Children Hospital,10:24:28,10:24:48
PIMS Hospital,10:27:20,10:27:20
Police Foundation Metro Station,09:50:00,09:50:00
A.K Bari Road,09:51:00,09:51:20
Bar Council,09:52:10,09:52:30
NUST Metro Station,09:53:50,09:54:10
Mehrabad,10:00:20,10:00:40
G-11 Markaz,10:02:35,10:02:55
Institute of Modern Studies,10:04:31,10:04:51
G-10/G-11,10:05:41,10:06:01
Tanki Stop,10:08:28,10:08:48
PHA Flats,10:09:28,10:09:48
G-10 Markaz,10:10:28,10:10:48
College Morh,10:12:38,10:12:58
Police Flats,10:15:13,10:15:33
G-9 Markaz,10:17:59,10:18:19
Karachi Company,10:20:24,10:20:44
G-9/4,10:21:34,10:21:54
Chaman Metro Station,10:23:32,10:23:52
Development Park,10:25:25,10:25:45
G-8 Markaz,10:27:28,10:27:48
Dental Hospital,10:28:44,10:29:04
NORI Hospital,10:31:57,10:32:17
Children Hospital,10:34:28,10:34:48
PIMS Hospital,10:37:20,10:37:20
Police Foundation Metro Station,10:00:00,10:00:00
A.K Bari Road,10:01:00,10:01:20
Bar Council,10:02:10,10:02:30
NUST Metro Station,10:03:50,10:04:10
Mehrabad,10:10:20,10:10:40
G-11 Markaz,10:12:35,10:12:55
Institute of Modern Studies,10:14:31,10:14:51
G-10/G-11,10:15:41,10:16:01
Tanki Stop,10:18:28,10:18:48
PHA Flats,10:19:28,10:19:48
G-10 Markaz,10:20:28,10:20:48
College Morh,10:22:38,10:22:58
Police Flats,10:25:13,10:25:33
G-9 Markaz,10:27:59,10:28:19
Karachi Company,10:30:24,10:30:44
G-9/4,10:31:34,10:31:54
Chaman Metro Station,10:33:32,10:33:52
Development Park,10:35:25,10:35:45
G-8 Markaz,10:37:28,10:37:48
Dental Hospital,10:38:44,10:39:04
NORI Hospital,10:41:57,10:42:17
Children Hospital,10:44:28,10:44:48
PIMS Hospital,10:47:20,10:47:20
Police Foundation Metro Station,10:10:00,10:10:00
A.K Bari Road,10:11:00,10:11:20
Bar Council,10:12:10,10:12:30
NUST Metro Station,10:13:50,10:14:10
Mehrabad,10:20:20,10:20:40
G-11 Markaz,10:22:35,10:22:55
Institute of Modern Studies,10:24:31,10:24:51
G-10/G-11,10:25:41,10:26:01
Tanki Stop,10:28:28,10:28:48
PHA Flats,10:29:28,10:29:48
G-10 Markaz,10:30:28,10:30:48
College Morh,10:32:38,10:32:58
Police Flats,10:35:13,10:35:33
G-9 Markaz,10:37:59,10:38:19
Karachi Company,10:40:24,10:40:44
G-9/4,10:41:34,10:41:54
Chaman Metro Station,10:43:32,10:43:52
Development Park,10:45:25,10:45:45
G-8 Markaz,10:47:28,10:47:48
Dental Hospital,10:48:44,10:49:04
NORI Hospital,10:51:57,10:52:17
Children Hospital,10:54:28,10:54:48
PIMS Hospital,10:57:20,10:57:20
Police Foundation Metro Station,10:20:00,10:20:00
A.K Bari Road,10:21:00,10:21:20
Bar Council,10:22:10,10:22:30
NUST Metro Station,10:23:50,10:24:10
Mehrabad,10:30:20,10:30:40
G-11 Markaz,10:32:35,10:32:55
Institute of Modern Studies,10:34:31,10:34:51
G-10/G-11,10:35:41,10:36:01
Tanki Stop,10:38:28,10:38:48
PHA Flats,10:39:28,10:39:48
G-10 Markaz,10:40:28,10:40:48
College Morh,10:42:38,10:42:58
Police Flats,10:45:13,10:45:33
G-9 Markaz,10:47:59,10:48:19
Karachi Company,10:50:24,10:50:44
G-9/4,10:51:34,10:51:54
Chaman Metro Station,10:53:32,10:53:52
Development Park,10:55:25,10:55:45
G-8 Markaz,10:57:28,10:57:48
Dental Hospital,10:58:44,10:59:04
NORI Hospital,11:01:57,11:02:17
Children Hospital,11:04:28,11:04:48
PIMS Hospital,11:07:20,11:07:20
Police Foundation Metro Station,10:30:00,10:30:00
A.K Bari Road,10:31:00,10:31:20
Bar Council,10:32:10,10:32:30
NUST Metro Station,10:33:50,10:34:10
Mehrabad,10:40:20,10:40:40
G-11 Markaz,10:42:35,10:42:55
Institute of Modern Studies,10:44:31,10:44:51
G-10/G-11,10:45:41,10:46:01
Tanki Stop,10:48:28,10:48:48
PHA Flats,10:49:28,10:49:48
G-10 Markaz,10:50:28,10:50:48
College Morh,10:52:38,10:52:58
Police Flats,10:55:13,10:55:33
G-9 Markaz,10:57:59,10:58:19
Karachi Company,11:00:24,11:00:44
G-9/4,11:01:34,11:01:54
Chaman Metro Station,11:03:32,11:03:52
Development Park,11:05:25,11:05:45
G-8 Markaz,11:07:28,11:07:48
Dental Hospital,11:08:44,11:09:04
NORI Hospital,11:11:57,11:12:17
Children Hospital,11:14:28,11:14:48
PIMS Hospital,11:17:20,11:17:20
Police Foundation Metro Station,10:40:00,10:40:00
A.K Bari Road,10:41:00,10:41:20
Bar Council,10:42:10,10:42:30
NUST Metro Station,10:43:50,10:44:10
Mehrabad,10:50:20,10:50:40
G-11 Markaz,10:52:35,10:52:55
Institute of Modern Studies,10:54:31,10:54:51
G-10/G-11,10:55:41,10:56:01
Tanki Stop,10:58:28,10:58:48
PHA Flats,10:59:28,10:59:48
G-10 Markaz,11:00:28,11:00:48
College Morh,11:02:38,11:02:58
Police Flats,11:05:13,11:05:33
G-9 Markaz,11:07:59,11:08:19
Karachi Company,11:10:24,11:10:44
G-9/4,11:11:34,11:11:54
Chaman Metro Station,11:13:32,11:13:52
Development Park,11:15:25,11:15:45
G-8 Markaz,11:17:28,11:17:48
Dental Hospital,11:18:44,11:19:04
NORI Hospital,11:21:57,11:22:17
Children Hospital,11:24:28,11:24:48
PIMS Hospital,11:27:20,11:27:20
Police Foundation Metro Station,10:50:00,10:50:00
A.K Bari Road,10:51:00,10:51:20
Bar Council,10:52:10,10:52:30
NUST Metro Station,10:53:50,10:54:10
Mehrabad,11:00:20,11:00:40
G-11 Markaz,11:02:35,11:02:55
Institute of Modern Studies,11:04:31,11:04:51
G-10/G-11,11:05:41,11:06:01
Tanki Stop,11:08:28,11:08:48
PHA Flats,11:09:28,11:09:48
G-10 Markaz,11:10:28,11:10:48
College Morh,11:12:38,11:12:58
Police Flats,11:15:13,11:15:33
G-9 Markaz,11:17:59,11:18:19
Karachi Company,11:20:24,11:20:44
G-9/4,11:21:34,11:21:54
Chaman Metro Station,11:23:32,11:23:52
Development Park,11:25:25,11:25:45
G-8 Markaz,11:27:28,11:27:48
Dental Hospital,11:28:44,11:29:04
NORI Hospital,11:31:57,11:32:17
Children Hospital,11:34:28,11:34:48
PIMS Hospital,11:37:20,11:37:20
Police Foundation Metro Station,11:00:00,11:00:00
A.K Bari Road,11:01:00,11:01:20
Bar Council,11:02:10,11:02:30
NUST Metro Station,11:03:50,11:04:10
Mehrabad,11:10:20,11:10:40
G-11 Markaz,11:12:35,11:12:55
Institute of Modern Studies,11:14:31,11:14:51
