StopName,ArrivalTime,DepartureTime
N5 Metro Station,13:23:00,13:23:20
Golra Morh Metro Station,13:25:30,13:25:50
Fateh Jang,13:15:00,13:15:00
Civil CT Road,13:17:15,13:17:35
Akram City,13:19:15,13:19:35
The Avanue 03,13:21:45,13:22:05
Garhi Hasu Khan,13:24:45,13:25:05
Prem Nagar Faqeeran,13:27:25,13:27:45
Hattar,13:30:55,13:31:15
Afridi Bagh,13:32:35,13:32:55
Bangu Chowk,13:35:10,13:35:30
Qutbal,13:39:20,13:39:40
Doiyan,13:41:50,13:42:10
Mangial Main Stop,13:44:50,13:45:10
Mangial Link Road 2,13:48:10,13:48:30
Graceland Housing Society,13:50:30,13:50:50
Mangial Link Road 1,13:54:05,13:54:25
Dhok Miskeen,13:57:35,13:57:55
Mohri Patak,14:00:20,14:00:40
PECHS,14:03:00,14:03:20
Dhuma,14:04:35,14:04:55
Madni Chowk,14:07:25,14:07:45
Airport Enclave,14:09:25,14:09:45
Mumtaz City,14:11:20,14:11:40
Top City,14:12:55,14:13:15
Masjid Abu Al Qasim,14:14:25,14:14:45
G-16/1,14:15:40,14:16:00
G-16/H-16,14:17:40,14:18:00
G-15/H-15,14:21:10,14:21:30
N5 Metro Station,14:23:00,14:23:20
Golra Morh Metro Station,14:25:30,14:25:50
Fateh Jang,14:15:00,14:15:00
Civil CT Road,14:17:15,14:17:35
Akram City,14:19:15,14:19:35
The Avanue 03,14:21:45,14:22:05
Garhi Hasu Khan,14:24:45,14:25:05
Prem Nagar Faqeeran,14:27:25,14:27:45
Hattar,14:30:55,14:31:15
Afridi Bagh,14:32:35,14:32:55
Bangu Chowk,14:35:10,14:35:30
Qutbal,14:39:20,14:39:40
Doiyan,14:41:50,14:42:10
Mangial Main Stop,14:44:50,14:45:10
Mangial Link Road 2,14:48:10,14:48:30
Graceland Housing Society,14:50:30,14:50:50
Mangial Link Road 1,14:54:05,14:54:25
Dhok Miskeen,14:57:35,14:57:55
Mohri Patak,15:00:20,15:00:40
PECHS,15:03:00,15:03:20
Dhuma,15:04:35,15:04:55
Madni Chowk,15:07:25,15:07:45
Airport Enclave,15:09:25,15:09:45
Mumtaz City,15:11:20,15:11:40
Top City,15:12:55,15:13:15
Masjid Abu Al Qasim,15:14:25,15:14:45
G-16/1,15:15:40,15:16:00
G-16/H-16,15:17:40,15:18:00
G-15/H-15,15:21:10,15:21:30
N5 Metro Station,15:23:00,15:23:20
Golra Morh Metro Station,15:25:30,15:25:50
Fateh Jang,15:15:00,15:15:00
Civil CT Road,15:17:15,15:17:35
Akram City,15:19:15,15:19:35
The Avanue 03,15:21:45,15:22:05
Garhi Hasu Khan,15:24:45,15:25:05
Prem Nagar Faqeeran,15:27:25,15:27:45
Hattar,15:30:55,15:31:15
Afridi Bagh,15:32:35,15:32:55
Bangu Chowk,15:35:10,15:35:30
Qutbal,15:39:20,15:39:40
Doiyan,15:41:50,15:42:10
Mangial Main Stop,15:44:50,15:45:10
Mangial Link Road 2,15:48:10,15:48:30
Graceland Housing Society,15:50:30,15:50:50
Mangial Link Road 1,15:54:05,15:54:25
Dhok Miskeen,15:57:35,15:57:55
Mohri Patak,16:00:20,16:00:40
PECHS,16:03:00,16:03:20
Dhuma,16:04:35,16:04:55
Madni Chowk,16:07:25,16:07:45
Airport Enclave,16:09:25,16:09:45
Mumtaz City,16:11:20,16:11:40
Top City,16:12:55,16:13:15
Masjid Abu Al Qasim,16:14:25,16:14:45
G-16/1,16:15:40,16:16:00
G-16/H-16,16:17:40,16:18:00
G-15/H-15,16:21:10,16:21:30
N5 Metro Station,16:23:00,16:23:20
Golra Morh Metro Station,16:25:30,16:25:50
Fateh Jang,16:15:00,16:15:00
Civil CT Road,16:17:15,16:17:35
Akram City,16:19:15,16:19:35
The Avanue 03,16:21:45,16:22:05
Garhi Hasu Khan,16:24:45,16:25:05
Prem Nagar Faqeeran,16:27:25,16:27:45
Hattar,16:30:55,16:31:15
Afridi Bagh,16:32:35,16:32:55
Bangu Chowk,16:35:10,16:35:30
Qutbal,16:39:20,16:39:40
Doiyan,16:41:50,16:42:10
Mangial Main Stop,16:44:50,16:45:10
Mangial Link Road 2,16:48:10,16:48:30
Graceland Housing Society,16:50:30,16:50:50
Mangial Link Road 1,16:54:05,16:54:25
Dhok Miskeen,16:57:35,16:57:55
Mohri Patak,17:00:20,17:00:40
PECHS,17:03:00,17:03:20
Dhuma,17:04:35,17:04:55
Madni Chowk,17:07:25,17:07:45
Airport Enclave,17:09:25,17:09:45
Mumtaz City,17:11:20,17:11:40
Top City,17:12:55,17:13:15
Masjid Abu Al Qasim,17:14:25,17:14:45
G-16/1,17:15:40,17:16:00
G-16/H-16,17:17:40,17:18:00
G-15/H-15,17:21:10,17:21:30
N5 Metro Station,17:23:00,17:23:20
Golra Morh Metro Station,17:25:30,17:25:50
Fateh Jang,17:15:00,17:15:00
Civil CT Road,17:17:15,17:17:35
Akram City,17:19:15,17:19:35
The Avanue 03,17:21:45,17:22:05
Garhi Hasu Khan,17:24:45,17:25:05
Prem Nagar Faqeeran,17:27:25,17:27:45
Hattar,17:30:55,17:31:15
Afridi Bagh,17:32:35,17:32:55
Bangu Chowk,17:35:10,17:35:30
Qutbal,17:39:20,17:39:40
Doiyan,17:41:50,17:42:10
Mangial Main Stop,17:44:50,17:45:10
Mangial Link Road 2,17:48:10,17:48:30
Graceland Housing Society,17:50:30,17:50:50
Mangial Link Road 1,17:54:05,17:54:25
Dhok Miskeen,17:57:35,17:57:55
Mohri Patak,18:00:20,18:00:40
PECHS,18:03:00,18:03:20
Dhuma,18:04:35,18:04:55
Madni Chowk,18:07:25,18:07:45
Airport Enclave,18:09:25,18:09:45
Mumtaz City,18:11:20,18:11:40
Top City,18:12:55,18:13:15
Masjid Abu Al Qasim,18:14:25,18:14:45
G-16/1,18:15:40,18:16:00
G-16/H-16,18:17:40,18:18:00
G-15/H-15,18:21:10,18:21:30
N5 Metro Station,18:23:00,18:23:20
Golra Morh Metro Station,18:25:30,18:25:50
Fateh Jang,18:15:00,18:15:00
Civil CT Road,18:17:15,18:17:35
Akram City,18:19:15,18:19:35
The Avanue 03,18:21:45,18:22:05
Garhi Hasu Khan,18:24:45,18:25:05
Prem Nagar Faqeeran,18:27:25,18:27:45
Hattar,18:30:55,18:31:15
Afridi Bagh,18:32:35,18:32:55
Bangu Chowk,18:35:10,18:35:30
Qutbal,18:39:20,18:39:40
Doiyan,18:41:50,18:42:10
Mangial Main Stop,18:44:50,18:45:10
Mangial Link Road 2,18:48:10,18:48:30
Graceland Housing Society,18:50:30,18:50:50
Mangial Link Road 1,18:54:05,18:54:25
Dhok Miskeen,18:57:35,18:57:55
Mohri Patak,19:00:20,19:00:40
PECHS,19:03:00,19:03:20
Dhuma,19:04:35,19:04:55
Madni Chowk,19:07:25,19:07:45
Airport Enclave,19:09:25,19:09:45
Mumtaz City,19:11:20,19:11:40
Top City,19:12:55,19:13:15
Masjid Abu Al Qasim,19:14:25,19:14:45
G-16/1,19:15:40,19:16:00
G-16/H-16,19:17:40,19:18:00
G-15/H-15,19:21:10,19:21:30
N5 Metro Station,19:23:00,19:23:20
Golra Morh Metro Station,19:25:30,19:25:50
Fateh Jang,19:15:00,19:15:00
Civil CT Road,19:17:15,19:17:35
Akram City,19:19:15,19:19:35
The Avanue 03,19:21:45,19:22:05
Garhi Hasu Khan,19:24:45,19:25:05
Prem Nagar Faqeeran,19:27:25,19:27:45
Hattar,19:30:55,19:31:15
Afridi Bagh,19:32:35,19:32:55
Bangu Chowk,19:35:10,19:35:30
Qutbal,19:39:20,19:39:40
Doiyan,19:41:50,19:42:10
Mangial Main Stop,19:44:50,19:45:10
Mangial Link Road 2,19:48:10,19:48:30
Graceland Housing Society,19:50:30,19:50:50
Mangial Link Road 1,19:54:05,19:54:25
Dhok Miskeen,19:57:35,19:57:55
Mohri Patak,20:00:20,20:00:40
PECHS,20:03:00,20:03:20
Dhuma,20:04:35,20:04:55
Madni Chowk,20:07:25,20:07:45
Airport Enclave,20:09:25,20:09:45
Mumtaz City,20:11:20,20:11:40
Top City,20:12:55,20:13:15
Masjid Abu Al Qasim,20:14:25,20:14:45
G-16/1,20:15:40,20:16:00
G-16/H-16,20:17:40,20:18:00
G-15/H-15,20:21:10,20:21:30
N5 Metro Station,20:23:00,20:23:20
Golra Morh Metro Station,20:25:30,20:25:50
