StopName,ArrivalTime,DepartureTime
Akbar Niazi Hospital,15:05:10,15:05:30
Traders Colony,15:06:50,15:07:10
Shahpur Link Road,15:09:10,15:09:30
Nai Abadi,15:10:30,15:10:50
Bhera Pull,15:13:00,15:13:20
Barakahu Bazar,15:15:30,15:15:50
Athal Chowk,15:18:30,15:18:50
Col. Ammanullah Road,15:20:30,15:20:50
Mangu Town,15:21:40,15:22:00
Barakahu Terminal,15:23:50,15:23:50
Satra Meel,15:15:00,15:15:00
Al Wadi Colony,15:16:20,15:16:40
Punjab College,15:17:20,15:17:40
Dhok Badam,15:18:20,15:18:40
Phulgran,15:19:15,15:19:35
Akbar Niazi Hospital,15:20:10,15:20:30
Traders Colony,15:21:50,15:22:10
Shahpur Link Road,15:24:10,15:24:30
Nai Abadi,15:25:30,15:25:50
Bhera Pull,15:28:00,15:28:20
Barakahu Bazar,15:30:30,15:30:50
Athal Chowk,15:33:30,15:33:50
Col. Ammanullah Road,15:35:30,15:35:50
Mangu Town,15:36:40,15:37:00
Barakahu Terminal,15:38:50,15:38:50
Satra Meel,15:30:00,15:30:00
Al Wadi Colony,15:31:20,15:31:40
Punjab College,15:32:20,15:32:40
Dhok Badam,15:33:20,15:33:40
Phulgran,15:34:15,15:34:35
Akbar Niazi Hospital,15:35:10,15:35:30
Traders Colony,15:36:50,15:37:10
Shahpur Link Road,15:39:10,15:39:30
Nai Abadi,15:40:30,15:40:50
Bhera Pull,15:43:00,15:43:20
Barakahu Bazar,15:45:30,15:45:50
Athal Chowk,15:48:30,15:48:50
Col. Ammanullah Road,15:50:30,15:50:50
Mangu Town,15:51:40,15:52:00
Barakahu Terminal,15:53:50,15:53:50
Satra Meel,15:45:00,15:45:00
Al Wadi Colony,15:46:20,15:46:40
Punjab College,15:47:20,15:47:40
Dhok Badam,15:48:20,15:48:40
Phulgran,15:49:15,15:49:35
Akbar Niazi Hospital,15:50:10,15:50:30
Traders Colony,15:51:50,15:52:10
Shahpur Link Road,15:54:10,15:54:30
Nai Abadi,15:55:30,15:55:50
Bhera Pull,15:58:00,15:58:20
Barakahu Bazar,16:00:30,16:00:50
Athal Chowk,16:03:30,16:03:50
Col. Ammanullah Road,16:05:30,16:05:50
Mangu Town,16:06:40,16:07:00
Barakahu Terminal,16:08:50,16:08:50
Satra Meel,16:00:00,16:00:00
Al Wadi Colony,16:01:20,16:01:40
Punjab College,16:02:20,16:02:40
Dhok Badam,16:03:20,16:03:40
Phulgran,16:04:15,16:04:35
Akbar Niazi Hospital,16:05:10,16:05:30
Traders Colony,16:06:50,16:07:10
Shahpur Link Road,16:09:10,16:09:30
Nai Abadi,16:10:30,16:10:50
Bhera Pull,16:13:00,16:13:20
Barakahu Bazar,16:15:30,16:15:50
Athal Chowk,16:18:30,16:18:50
Col. Ammanullah Road,16:20:30,16:20:50
Mangu Town,16:21:40,16:22:00
Barakahu Terminal,16:23:50,16:23:50
Satra Meel,16:15:00,16:15:00
Al Wadi Colony,16:16:20,16:16:40
Punjab College,16:17:20,16:17:40
Dhok Badam,16:18:20,16:18:40
Phulgran,16:19:15,16:19:35
Akbar Niazi Hospital,16:20:10,16:20:30
Traders Colony,16:21:50,16:22:10
Shahpur Link Road,16:24:10,16:24:30
Nai Abadi,16:25:30,16:25:50
Bhera Pull,16:28:00,16:28:20
Barakahu Bazar,16:30:30,16:30:50
Athal Chowk,16:33:30,16:33:50
Col. Ammanullah Road,16:35:30,16:35:50
Mangu Town,16:36:40,16:37:00
Barakahu Terminal,16:38:50,16:38:50
Satra Meel,16:30:00,16:30:00
Al Wadi Colony,16:31:20,16:31:40
Punjab College,16:32:20,16:32:40
Dhok Badam,16:33:20,16:33:40
Phulgran,16:34:15,16:34:35
Akbar Niazi Hospital,16:35:10,16:35:30
Traders Colony,16:36:50,16:37:10
Shahpur Link Road,16:39:10,16:39:30
Nai Abadi,16:40:30,16:40:50
Bhera Pull,16:43:00,16:43:20
Barakahu Bazar,16:45:30,16:45:50
Athal Chowk,16:48:30,16:48:50
Col. Ammanullah Road,16:50:30,16:50:50
Mangu Town,16:51:40,16:52:00
Barakahu Terminal,16:53:50,16:53:50
Satra Meel,16:45:00,16:45:00
Al Wadi Colony,16:46:20,16:46:40
Punjab College,16:47:20,16:47:40
Dhok Badam,16:48:20,16:48:40
Phulgran,16:49:15,16:49:35
Akbar Niazi Hospital,16:50:10,16:50:30
Traders Colony,16:51:50,16:52:10
Shahpur Link Road,16:54:10,16:54:30
Nai Abadi,16:55:30,16:55:50
Bhera Pull,16:58:00,16:58:20
Barakahu Bazar,17:00:30,17:00:50
Athal Chowk,17:03:30,17:03:50
Col. Ammanullah Road,17:05:30,17:05:50
Mangu Town,17:06:40,17:07:00
Barakahu Terminal,17:08:50,17:08:50
Satra Meel,17:00:00,17:00:00
Al Wadi Colony,17:01:20,17:01:40
Punjab College,17:02:20,17:02:40
Dhok Badam,17:03:20,17:03:40
Phulgran,17:04:15,17:04:35
Akbar Niazi Hospital,17:05:10,17:05:30
Traders Colony,17:06:50,17:07:10
Shahpur Link Road,17:09:10,17:09:30
Nai Abadi,17:10:30,17:10:50
Bhera Pull,17:13:00,17:13:20
Barakahu Bazar,17:15:30,17:15:50
Athal Chowk,17:18:30,17:18:50
Col. Ammanullah Road,17:20:30,17:20:50
Mangu Town,17:21:40,17:22:00
Barakahu Terminal,17:23:50,17:23:50
Satra Meel,17:15:00,17:15:00
Al Wadi Colony,17:16:20,17:16:40
Punjab College,17:17:20,17:17:40
Dhok Badam,17:18:20,17:18:40
Phulgran,17:19:15,17:19:35
Akbar Niazi Hospital,17:20:10,17:20:30
Traders Colony,17:21:50,17:22:10
Shahpur Link Road,17:24:10,17:24:30
Nai Abadi,17:25:30,17:25:50
Bhera Pull,17:28:00,17:28:20
Barakahu Bazar,17:30:30,17:30:50
Athal Chowk,17:33:30,17:33:50
Col. Ammanullah Road,17:35:30,17:35:50
Mangu Town,17:36:40,17:37:00
Barakahu Terminal,17:38:50,17:38:50
Satra Meel,17:30:00,17:30:00
Al Wadi Colony,17:31:20,17:31:40
Punjab College,17:32:20,17:32:40
Dhok Badam,17:33:20,17:33:40
Phulgran,17:34:15,17:34:35
Akbar Niazi Hospital,17:35:10,17:35:30
Traders Colony,17:36:50,17:37:10
Shahpur Link Road,17:39:10,17:39:30
Nai Abadi,17:40:30,17:40:50
Bhera Pull,17:43:00,17:43:20
Barakahu Bazar,17:45:30,17:45:50
Athal Chowk,17:48:30,17:48:50
Col. Ammanullah Road,17:50:30,17:50:50
Mangu Town,17:51:40,17:52:00
Barakahu Terminal,17:53:50,17:53:50
