StopName,ArrivalTime,DepartureTime
Community Health Centre,12:22:10,12:22:30
Muhallah Noori Bagh,12:24:20,12:24:40
Bari Imam,12:26:40,12:26:40
Quaid Azam University,12:45:00,12:45:00
Babul Quaid,12:47:50,12:48:10
C-Type Quaid e Azam Colony,12:49:25,12:49:45
D-Type Quaid e Azam Colon:,12:50:45,12:51:05
Community Health Centre,12:52:10,12:52:30
Muhallah Noori Bagh,12:54:20,12:54:40
Bari Imam,12:56:40,12:56:40
Quaid Azam University,13:15:00,13:15:00
Babul Quaid,13:17:50,13:18:10
C-Type Quaid e Azam Colony,13:19:25,13:19:45
D-Type Quaid e Azam Colon:,13:20:45,13:21:05
Community Health Centre,13:22:10,13:22:30
Muhallah Noori Bagh,13:24:20,13:24:40
Bari Imam,13:26:40,13:26:40
Quaid Azam University,13:45:00,13:45:00
Babul Quaid,13:47:50,13:48:10
C-Type Quaid e Azam Colony,13:49:25,13:49:45
D-Type Quaid e Azam Colon:,13:50:45,13:51:05
Community Health Centre,13:52:10,13:52:30
Muhallah Noori Bagh,13:54:20,13:54:40
Bari Imam,13:56:40,13:56:40
Quaid Azam University,14:15:00,14:15:00
Babul Quaid,14:17:50,14:18:10
C-Type Quaid e Azam Colony,14:19:25,14:19:45
D-Type Quaid e Azam Colon:,14:20:45,14:21:05
Community Health Centre,14:22:10,14:22:30
Muhallah Noori Bagh,14:24:20,14:24:40
Bari Imam,14:26:40,14:26:40
Quaid Azam University,14:45:00,14:45:00
Babul Quaid,14:47:50,14:48:10
C-Type Quaid e Azam Colony,14:49:25,14:49:45
D-Type Quaid e Azam Colon',14:50:45,14:51:05
Community Health Centre,14:52:10,14:52:30
Muhallah Noori Bagh,14:54:20,14:54:40
Bari Imam,14:56:40,14:56:40
Quaid Azam University,15:15:00,15:15:00
Babul Quaid,15:17:50,15:18:10
C-Type Quaid e Azam Colony,15:19:25,15:19:45
D-Type Quaid e Azam Colon’,15:20:45,15:21:05
Community Health Centre,15:22:10,15:22:30
Muhallah Noori Bagh,15:24:20,15:24:40
Bari Imam,15:26:40,15:26:40
Quaid Azam University,15:45:00,15:45:00
Babul Quaid,15:47:50,15:48:10
C-Type Quaid e Azam Colony,15:49:25,15:49:45
D-Type Quaid e Azam Colon:,15:50:45,15:51:05
Community Health Centre,15:52:10,15:52:30
Muhallah Noori Bagh,15:54:20,15:54:40
Bari Imam,15:56:40,15:56:40
Quaid Azam University,16:15:00,16:15:00
Babul Quaid,16:17:50,16:18:10
C-Type Quaid e Azam Colon),16:19:25,16:19:45
D-Type Quaid e Azam Colon:,16:20:45,16:21:05
Community Health Centre,16:22:10,16:22:30
Muhallah Noori Bagh,16:24:20,16:24:40
Bari Imam,16:26:40,16:26:40
Quaid Azam University,16:45:00,16:45:00
Babul Quaid,16:47:50,16:48:10
C-Type Quaid e Azam Colon),16:49:25,16:49:45
D-Type Quaid e Azam Colon',16:50:45,16:51:05
Community Health Centre,16:52:10,16:52:30
Muhallah Noori Bagh,16:54:20,16:54:40
Bari Imam,16:56:40,16:56:40
Quaid Azam University,17:15:00,17:15:00
Babul Quaid,17:17:50,17:18:10
C-Type Quaid e Azam Colony,17:19:25,17:19:45
D-Type Quaid e Azam Colon:,17:20:45,17:21:05
Community Health Centre,17:22:10,17:22:30
Muhallah Noori Bagh,17:24:20,17:24:40
Bari Imam,17:26:40,17:26:40
Quaid Azam University,17:45:00,17:45:00
Babul Quaid,17:47:50,17:48:10
C-Type Quaid e Azam Colony,17:49:25,17:49:45
D-Type Quaid e Azam Colon:,17:50:45,17:51:05
Community Health Centre,17:52:10,17:52:30
Muhallah Noori Bagh,17:54:20,17:54:40
Bari Imam,17:56:40,17:56:40
Quaid Azam University,18:15:00,18:15:00
Babul Quaid,18:17:50,18:18:10
C-Type Quaid e Azam Colony,18:19:25,18:19:45
D-Type Quaid e Azam Colon:,18:20:45,18:21:05
Community Health Centre,18:22:10,18:22:30
Muhallah Noori Bagh,18:24:20,18:24:40
Bari Imam,18:26:40,18:26:40
Quaid Azam University,18:45:00,18:45:00
Babul Quaid,18:47:50,18:48:10
C-Type Quaid e Azam Colon),18:49:25,18:49:45
D-Type Quaid e Azam Colon',18:50:45,18:51:05
Community Health Centre,18:52:10,18:52:30
Muhallah Noori Bagh,18:54:20,18:54:40
Bari Imam,18:56:40,18:56:40
Quaid Azam University,19:15:00,19:15:00
Babul Quaid,19:17:50,19:18:10
C-Type Quaid e Azam Colony,19:19:25,19:19:45
D-Type Quaid e Azam Colon:,19:20:45,19:21:05
Community Health Centre,19:22:10,19:22:30
Muhallah Noori Bagh,19:24:20,19:24:40
Bari Imam,19:26:40,19:26:40
Quaid Azam University,19:45:00,19:45:00
Babul Quaid,19:47:50,19:48:10
C-Type Quaid e Azam Colony,19:49:25,19:49:45
D-Type Quaid e Azam Colon:,19:50:45,19:51:05
Community Health Centre,19:52:10,19:52:30
Muhallah Noori Bagh,19:54:20,19:54:40
Bari Imam,19:56:40,19:56:40
Quaid Azam University,20:15:00,20:15:00
Babul Quaid,20:17:50,20:18:10
C-Type Quaid e Azam Colony,20:19:25,20:19:45
D-Type Quaid e Azam Colon:,20:20:45,20:21:05
Community Health Centre,20:22:10,20:22:30
Muhallah Noori Bagh,20:24:20,20:24:40
Bari Imam,20:26:40,20:26:40
Quaid Azam University,20:45:00,20:45:00
Babul Quaid,20:47:50,20:48:10
C-Type Quaid e Azam Colony,20:49:25,20:49:45
D-Type Quaid e Azam Colon:,20:50:45,20:51:05
Community Health Centre,20:52:10,20:52:30
Muhallah Noori Bagh,20:54:20,20:54:40
Bari Imam,20:56:40,20:56:40
Quaid Azam University,21:15:00,21:15:00
Babul Quaid,21:17:50,21:18:10
C-Type Quaid e Azam Colony,21:19:25,21:19:45
D-Type Quaid e Azam Colon:,21:20:45,21:21:05
Community Health Centre,21:22:10,21:22:30
Muhallah Noori Bagh,21:24:20,21:24:40
Bari Imam,21:26:40,21:26:40
Quaid Azam University,21:45:00,21:45:00
Babul Quaid,21:47:50,21:48:10
C-Type Quaid e Azam Colony,21:49:25,21:49:45
D-Type Quaid e Azam Colon:,21:50:45,21:51:05
Community Health Centre,21:52:10,21:52:30
Muhallah Noori Bagh,21:54:20,21:54:40
Bari Imam,21:56:40,21:56:40
