StopName,ArrivalTime,DepartureTime
COMSATS University,11:23:40,11:24:00
Hostel City,11:25:40,11:26:00
Gulshan Al Huda Community,11:26:50,11:27:10
Chatta Bakhtawar,11:30:15,11:30:35
Green Avenue,11:32:35,11:32:55
Park View City,11:34:25,11:34:45
Shahzad Town,11:36:35,11:36:55
NIH Allergy Center,11:38:30,11:38:50
NARC Colony,11:41:00,11:41:20
Rawal Dam Colony,11:42:20,11:42:40
School Board Stop,11:43:35,11:43:55
Rawal Town,11:45:35,11:45:55
Rawal Dam Chowk,11:48:40,11:49:00
Kashmir Chowk,11:51:30,11:51:50
Foreign Affairs Office,11:54:30,11:54:50
Abpara,11:57:00,11:57:20
CDA,11:59:10,11:59:30
Zero Point,12:02:00,12:02:20
TNT,12:03:30,12:03:50
Children Hospital,12:05:00,12:05:20
PIMS Hospital,12:06:00,12:06:00
Capt. Naeem Tufail Shaheed Chow,11:40:00,11:40:00
Tamma Stop,11:41:30,11:41:50
COMSATS University,11:43:40,11:44:00
Hostel City,11:45:40,11:46:00
Gulshan Al Huda Community,11:46:50,11:47:10
Chatta Bakhtawar,11:50:15,11:50:35
Green Avenue,11:52:35,11:52:55
Park View City,11:54:25,11:54:45
Shahzad Town,11:56:35,11:56:55
NIH Allergy Center,11:58:30,11:58:50
NARC Colony,12:01:00,12:01:20
Rawal Dam Colony,12:02:20,12:02:40
School Board Stop,12:03:35,12:03:55
Rawal Town,12:05:35,12:05:55
Rawal Dam Chowk,12:08:40,12:09:00
Kashmir Chowk,12:11:30,12:11:50
Foreign Affairs Office,12:14:30,12:14:50
Abpara,12:17:00,12:17:20
CDA,12:19:10,12:19:30
Zero Point,12:22:00,12:22:20
TNT,12:23:30,12:23:50
Children Hospital,12:25:00,12:25:20
PIMS Hospital,12:26:00,12:26:00
Capt. Naeem Tufail Shaheed Chow,12:00:00,12:00:00
Tamma Stop,12:01:30,12:01:50
COMSATS University,12:03:40,12:04:00
Hostel City,12:05:40,12:06:00
Gulshan Al Huda Community,12:06:50,12:07:10
Chatta Bakhtawar,12:10:15,12:10:35
Green Avenue,12:12:35,12:12:55
Park View City,12:14:25,12:14:45
Shahzad Town,12:16:35,12:16:55
NIH Allergy Center,12:18:30,12:18:50
NARC Colony,12:21:00,12:21:20
Rawal Dam Colony,12:22:20,12:22:40
School Board Stop,12:23:35,12:23:55
Rawal Town,12:25:35,12:25:55
Rawal Dam Chowk,12:28:40,12:29:00
Kashmir Chowk,12:31:30,12:31:50
Foreign Affairs Office,12:34:30,12:34:50
Abpara,12:37:00,12:37:20
CDA,12:39:10,12:39:30
Zero Point,12:42:00,12:42:20
TNT,12:43:30,12:43:50
Children Hospital,12:45:00,12:45:20
PIMS Hospital,12:46:00,12:46:00
Capt. Naeem Tufail Shaheed Chow,12:20:00,12:20:00
Tamma Stop,12:21:30,12:21:50
COMSATS University,12:23:40,12:24:00
Hostel City,12:25:40,12:26:00
Gulshan Al Huda Community,12:26:50,12:27:10
Chatta Bakhtawar,12:30:15,12:30:35
Green Avenue,12:32:35,12:32:55
Park View City,12:34:25,12:34:45
Shahzad Town,12:36:35,12:36:55
NIH Allergy Center,12:38:30,12:38:50
NARC Colony,12:41:00,12:41:20
Rawal Dam Colony,12:42:20,12:42:40
School Board Stop,12:43:35,12:43:55
Rawal Town,12:45:35,12:45:55
Rawal Dam Chowk,12:48:40,12:49:00
Kashmir Chowk,12:51:30,12:51:50
Foreign Affairs Office,12:54:30,12:54:50
Abpara,12:57:00,12:57:20
CDA,12:59:10,12:59:30
Zero Point,13:02:00,13:02:20
TNT,13:03:30,13:03:50
Children Hospital,13:05:00,13:05:20
PIMS Hospital,13:06:00,13:06:00
Capt. Naeem Tufail Shaheed Chow,12:40:00,12:40:00
Tamma Stop,12:41:30,12:41:50
COMSATS University,12:43:40,12:44:00
Hostel City,12:45:40,12:46:00
Gulshan Al Huda Community,12:46:50,12:47:10
Chatta Bakhtawar,12:50:15,12:50:35
Green Avenue,12:52:35,12:52:55
Park View City,12:54:25,12:54:45
Shahzad Town,12:56:35,12:56:55
NIH Allergy Center,12:58:30,12:58:50
NARC Colony,13:01:00,13:01:20
Rawal Dam Colony,13:02:20,13:02:40
School Board Stop,13:03:35,13:03:55
Rawal Town,13:05:35,13:05:55
Rawal Dam Chowk,13:08:40,13:09:00
Kashmir Chowk,13:11:30,13:11:50
Foreign Affairs Office,13:14:30,13:14:50
Abpara,13:17:00,13:17:20
CDA,13:19:10,13:19:30
Zero Point,13:22:00,13:22:20
TNT,13:23:30,13:23:50
Children Hospital,13:25:00,13:25:20
PIMS Hospital,13:26:00,13:26:00
Capt. Naeem Tufail Shaheed Chow,13:00:00,13:00:00
Tamma Stop,13:01:30,13:01:50
COMSATS University,13:03:40,13:04:00
Hostel City,13:05:40,13:06:00
Gulshan Al Huda Community,13:06:50,13:07:10
Chatta Bakhtawar,13:10:15,13:10:35
Green Avenue,13:12:35,13:12:55
Park View City,13:14:25,13:14:45
Shahzad Town,13:16:35,13:16:55
NIH Allergy Center,13:18:30,13:18:50
NARC Colony,13:21:00,13:21:20
Rawal Dam Colony,13:22:20,13:22:40
School Board Stop,13:23:35,13:23:55
Rawal Town,13:25:35,13:25:55
Rawal Dam Chowk,13:28:40,13:29:00
Kashmir Chowk,13:31:30,13:31:50
Foreign Affairs Office,13:34:30,13:34:50
Abpara,13:37:00,13:37:20
CDA,13:39:10,13:39:30
Zero Point,13:42:00,13:42:20
TNT,13:43:30,13:43:50
Children Hospital,13:45:00,13:45:20
PIMS Hospital,13:46:00,13:46:00
Capt. Naeem Tufail Shaheed Chow,13:20:00,13:20:00
Tamma Stop,13:21:30,13:21:50
COMSATS University,13:23:40,13:24:00
Hostel City,13:25:40,13:26:00
Gulshan Al Huda Community,13:26:50,13:27:10
Chatta Bakhtawar,13:30:15,13:30:35
Green Avenue,13:32:35,13:32:55
Park View City,13:34:25,13:34:45
Shahzad Town,13:36:35,13:36:55
NIH Allergy Center,13:38:30,13:38:50
NARC Colony,13:41:00,13:41:20
Rawal Dam Colony,13:42:20,13:42:40
School Board Stop,13:43:35,13:43:55
Rawal Town,13:45:35,13:45:55
Rawal Dam Chowk,13:48:40,13:49:00
Kashmir Chowk,13:51:30,13:51:50
Foreign Affairs Office,13:54:30,13:54:50
Abpara,13:57:00,13:57:20
CDA,13:59:10,13:59:30
Zero Point,14:02:00,14:02:20
TNT,14:03:30,14:03:50
Children Hospital,14:05:00,14:05:20
PIMS Hospital,14:06:00,14:06:00
Capt. Naeem Tufail Shaheed Chow,13:40:00,13:40:00
Tamma Stop,13:41:30,13:41:50
COMSATS University,13:43:40,13:44:00
Hostel City,13:45:40,13:46:00
Gulshan Al Huda Community,13:46:50,13:47:10
Chatta Bakhtawar,13:50:15,13:50:35
Green Avenue,13:52:35,13:52:55
Park View City,13:54:25,13:54:45
Shahzad Town,13:56:35,13:56:55
NIH Allergy Center,13:58:30,13:58:50
NARC Colony,14:01:00,14:01:20
Rawal Dam Colony,14:02:20,14:02:40
School Board Stop,14:03:35,14:03:55
Rawal Town,14:05:35,14:05:55
Rawal Dam Chowk,14:08:40,14:09:00
Kashmir Chowk,14:11:30,14:11:50
Foreign Affairs Office,14:14:30,14:14:50
Abpara,14:17:00,14:17:20
CDA,14:19:10,14:19:30
Zero Point,14:22:00,14:22:20
TNT,14:23:30,14:23:50
Children Hospital,14:25:00,14:25:20
PIMS Hospital,14:26:00,14:26:00
Capt. Naeem Tufail Shaheed Chow,14:00:00,14:00:00
Tamma Stop,14:01:30,14:01:50
COMSATS University,14:03:40,14:04:00
Hostel City,14:05:40,14:06:00
Gulshan Al Huda Community,14:06:50,14:07:10
Chatta Bakhtawar,14:10:15,14:10:35
Green Avenue,14:12:35,14:12:55
Park View City,14:14:25,14:14:45
Shahzad Town,14:16:35,14:16:55
NIH Allergy Center,14:18:30,14:18:50
NARC Colony,14:21:00,14:21:20
Rawal Dam Colony,14:22:20,14:22:40
School Board Stop,14:23:35,14:23:55
Rawal Town,14:25:35,14:25:55
Rawal Dam Chowk,14:28:40,14:29:00
Kashmir Chowk,14:31:30,14:31:50
Foreign Affairs Office,14:34:30,14:34:50
Abpara,14:37:00,14:37:20
CDA,14:39:10,14:39:30
Zero Point,14:42:00,14:42:20
TNT,14:43:30,14:43:50
Children Hospital,14:45:00,14:45:20
PIMS Hospital,14:46:00,14:46:00
Capt. Naeem Tufail Shaheed Chow,14:20:00,14:20:00
Tamma Stop,14:21:30,14:21:50
COMSATS University,14:23:40,14:24:00
Hostel City,14:25:40,14:26:00
Gulshan Al Huda Community,14:26:50,14:27:10
Chatta Bakhtawar,14:30:15,14:30:35
Green Avenue,14:32:35,14:32:55
Park View City,14:34:25,14:34:45
Shahzad Town,14:36:35,14:36:55
NIH Allergy Center,14:38:30,14:38:50
NARC Colony,14:41:00,14:41:20
Rawal Dam Colony,14:42:20,14:42:40
School Board Stop,14:43:35,14:43:55
Rawal Town,14:45:35,14:45:55
Rawal Dam Chowk,14:48:40,14:49:00
Kashmir Chowk,14:51:30,14:51:50
Foreign Affairs Office,14:54:30,14:54:50
Abpara,14:57:00,14:57:20
CDA,14:59:10,14:59:30
Zero Point,15:02:00,15:02:20
TNT,15:03:30,15:03:50
Children Hospital,15:05:00,15:05:20
PIMS Hospital,15:06:00,15:06:00
Capt. Naeem Tufail Shaheed Chow,14:40:00,14:40:00
Tamma Stop,14:41:30,14:41:50
COMSATS University,14:43:40,14:44:00
Hostel City,14:45:40,14:46:00
Gulshan Al Huda Community,14:46:50,14:47:10
Chatta Bakhtawar,14:50:15,14:50:35
Green Avenue,14:52:35,14:52:55
Park View City,14:54:25,14:54:45
Shahzad Town,14:56:35,14:56:55
NIH Allergy Center,14:58:30,14:58:50
NARC Colony,15:01:00,15:01:20
Rawal Dam Colony,15:02:20,15:02:40
School Board Stop,15:03:35,15:03:55
Rawal Town,15:05:35,15:05:55
Rawal Dam Chowk,15:08:40,15:09:00
Kashmir Chowk,15:11:30,15:11:50
Foreign Affairs Office,15:14:30,15:14:50
Abpara,15:17:00,15:17:20
CDA,15:19:10,15:19:30
Zero Point,15:22:00,15:22:20
TNT,15:23:30,15:23:50
Children Hospital,15:25:00,15:25:20
PIMS Hospital,15:26:00,15:26:00
Capt. Naeem Tufail Shaheed Chow,15:00:00,15:00:00
Tamma Stop,15:01:30,15:01:50
COMSATS University,15:03:40,15:04:00
Hostel City,15:05:40,15:06:00
Gulshan Al Huda Community,15:06:50,15:07:10
Chatta Bakhtawar,15:10:15,15:10:35
Green Avenue,15:12:35,15:12:55
Park View City,15:14:25,15:14:45
Shahzad Town,15:16:35,15:16:55
NIH Allergy Center,15:18:30,15:18:50
NARC Colony,15:21:00,15:21:20
Rawal Dam Colony,15:22:20,15:22:40
School Board Stop,15:23:35,15:23:55
Rawal Town,15:25:35,15:25:55
Rawal Dam Chowk,15:28:40,15:29:00
Kashmir Chowk,15:31:30,15:31:50
Foreign Affairs Office,15:34:30,15:34:50
Abpara,15:37:00,15:37:20
CDA,15:39:10,15:39:30
Zero Point,15:42:00,15:42:20
TNT,15:43:30,15:43:50
Children Hospital,15:45:00,15:45:20
PIMS Hospital,15:46:00,15:46:00
Capt. Naeem Tufail Shaheed Chow,15:20:00,15:20:00
Tamma Stop,15:21:30,15:21:50
COMSATS University,15:23:40,15:24:00
Hostel City,15:25:40,15:26:00
Gulshan Al Huda Community,15:26:50,15:27:10
Chatta Bakhtawar,15:30:15,15:30:35
Green Avenue,15:32:35,15:32:55
Park View City,15:34:25,15:34:45
Shahzad Town,15:36:35,15:36:55
NIH Allergy Center,15:38:30,15:38:50
NARC Colony,15:41:00,15:41:20
Rawal Dam Colony,15:42:20,15:42:40
School Board Stop,15:43:35,15:43:55
Rawal Town,15:45:35,15:45:55
Rawal Dam Chowk,15:48:40,15:49:00
Kashmir Chowk,15:51:30,15:51:50
Foreign Affairs Office,15:54:30,15:54:50
Abpara,15:57:00,15:57:20
CDA,15:59:10,15:59:30
Zero Point,16:02:00,16:02:20
TNT,16:03:30,16:03:50
Children Hospital,16:05:00,16:05:20
PIMS Hospital,16:06:00,16:06:00
Capt. Naeem Tufail Shaheed Chow,15:40:00,15:40:00
Tamma Stop,15:41:30,15:41:50
COMSATS University,15:43:40,15:44:00
Hostel City,15:45:40,15:46:00
Gulshan Al Huda Community,15:46:50,15:47:10
Chatta Bakhtawar,15:50:15,15:50:35
Green Avenue,15:52:35,15:52:55
Park View City,15:54:25,15:54:45
Shahzad Town,15:56:35,15:56:55
NIH Allergy Center,15:58:30,15:58:50
NARC Colony,16:01:00,16:01:20
Rawal Dam Colony,16:02:20,16:02:40
School Board Stop,16:03:35,16:03:55
Rawal Town,16:05:35,16:05:55
Rawal Dam Chowk,16:08:40,16:09:00
Kashmir Chowk,16:11:30,16:11:50
Foreign Affairs Office,16:14:30,16:14:50
Abpara,16:17:00,16:17:20
CDA,16:19:10,16:19:30
Zero Point,16:22:00,16:22:20
TNT,16:23:30,16:23:50
Children Hospital,16:25:00,16:25:20
PIMS Hospital,16:26:00,16:26:00
Capt. Naeem Tufail Shaheed Chow,16:00:00,16:00:00
Tamma Stop,16:01:30,16:01:50
COMSATS University,16:03:40,16:04:00
Hostel City,16:05:40,16:06:00
Gulshan Al Huda Community,16:06:50,16:07:10
Chatta Bakhtawar,16:10:15,16:10:35
Green Avenue,16:12:35,16:12:55
Park View City,16:14:25,16:14:45
Shahzad Town,16:16:35,16:16:55
NIH Allergy Center,16:18:30,16:18:50
NARC Colony,16:21:00,16:21:20
Rawal Dam Colony,16:22:20,16:22:40
School Board Stop,16:23:35,16:23:55
Rawal Town,16:25:35,16:25:55
Rawal Dam Chowk,16:28:40,16:29:00
Kashmir Chowk,16:31:30,16:31:50
Foreign Affairs Office,16:34:30,16:34:50
Abpara,16:37:00,16:37:20
CDA,16:39:10,16:39:30
Zero Point,16:42:00,16:42:20
TNT,16:43:30,16:43:50
Children Hospital,16:45:00,16:45:20
PIMS Hospital,16:46:00,16:46:00
Capt. Naeem Tufail Shaheed Chow,16:20:00,16:20:00
Tamma Stop,16:21:30,16:21:50
COMSATS University,16:23:40,16:24:00
Hostel City,16:25:40,16:26:00
Gulshan Al Huda Community,16:26:50,16:27:10
Chatta Bakhtawar,16:30:15,16:30:35
Green Avenue,16:32:35,16:32:55
Park View City,16:34:25,16:34:45
Shahzad Town,16:36:35,16:36:55
NIH Allergy Center,16:38:30,16:38:50
NARC Colony,16:41:00,16:41:20
Rawal Dam Colony,16:42:20,16:42:40
School Board Stop,16:43:35,16:43:55
Rawal Town,16:45:35,16:45:55
Rawal Dam Chowk,16:48:40,16:49:00
Kashmir Chowk,16:51:30,16:51:50
Foreign Affairs Office,16:54:30,16:54:50
Abpara,16:57:00,16:57:20
CDA,16:59:10,16:59:30
Zero Point,17:02:00,17:02:20
TNT,17:03:30,17:03:50
Children Hospital,17:05:00,17:05:20
PIMS Hospital,17:06:00,17:06:00
Capt. Naeem Tufail Shaheed Chow,16:40:00,16:40:00
Tamma Stop,16:41:30,16:41:50
COMSATS University,16:43:40,16:44:00
Hostel City,16:45:40,16:46:00
Gulshan Al Huda Community,16:46:50,16:47:10
Chatta Bakhtawar,16:50:15,16:50:35
Green Avenue,16:52:35,16:52:55
Park View City,16:54:25,16:54:45
Shahzad Town,16:56:35,16:56:55
NIH Allergy Center,16:58:30,16:58:50
NARC Colony,17:01:00,17:01:20
