StopName,ArrivalTime,DepartureTime
Shah Allah Ditta,10:15:35,10:15:55
D-12 Markaz,10:22:15,10:22:55
IESCO D-12,10:24:40,10:25:00
D-12 Service Road,10:26:55,10:27:15
Islamabad International Hospital,10:29:05,10:29:25
Multy Stop,10:33:05,10:33:25
NPF Housing Society,10:35:05,10:35:25
Golra Sharif F-11/3,10:42:15,10:42:35
OPF Girls College,10:44:15,10:44:35
F-11 Markaz,10:46:45,10:47:05
Federal Government College,10:49:55,10:50:15
Hammad Uddin Road,10:52:25,10:52:45
G-11 Markaz,10:54:35,10:54:55
A.K Bari Road,10:57:35,10:57:55
NUST Metro Station,10:59:45,11:00:05
G-13 Metro Station,11:02:15,11:02:35
Golra Morh Metro Station,11:04:55,11:04:55
Taxila,10:45:00,10:45:00
Timber Market,10:47:20,10:47:40
Wahdat Colony,10:49:10,10:49:30
Taxila Bypass,10:52:40,10:53:00
Margalla,10:55:20,10:55:40
B-17 Gate no. 2,10:58:15,10:58:35
B-17 Gate no. 1,11:00:35,11:00:55
Sangjani,11:03:55,11:04:15
Shah Allah Ditta,11:15:35,11:15:55
D-12 Markaz,11:22:15,11:22:55
IESCO D-12,11:24:40,11:25:00
D-12 Service Road,11:26:55,11:27:15
Islamabad International Hospital,11:29:05,11:29:25
Multy Stop,11:33:05,11:33:25
NPF Housing Society,11:35:05,11:35:25
Golra Sharif F-11/3,11:42:15,11:42:35
OPF Girls College,11:44:15,11:44:35
F-11 Markaz,11:46:45,11:47:05
Federal Government College,11:49:55,11:50:15
Hammad Uddin Road,11:52:25,11:52:45
G-11 Markaz,11:54:35,11:54:55
A.K Bari Road,11:57:35,11:57:55
NUST Metro Station,11:59:45,12:00:05
G-13 Metro Station,12:02:15,12:02:35
Golra Morh Metro Station,12:04:55,12:04:55
Taxila,11:45:00,11:45:00
Timber Market,11:47:20,11:47:40
Wahdat Colony,11:49:10,11:49:30
Taxila Bypass,11:52:40,11:53:00
Margalla,11:55:20,11:55:40
B-17 Gate no. 2,11:58:15,11:58:35
B-17 Gate no. 1,12:00:35,12:00:55
Sangjani,12:03:55,12:04:15
Shah Allah Ditta,12:15:35,12:15:55
D-12 Markaz,12:22:15,12:22:55
IESCO D-12,12:24:40,12:25:00
D-12 Service Road,12:26:55,12:27:15
Islamabad International Hospital,12:29:05,12:29:25
Multy Stop,12:33:05,12:33:25
NPF Housing Society,12:35:05,12:35:25
Golra Sharif F-11/3,12:42:15,12:42:35
OPF Girls College,12:44:15,12:44:35
F-11 Markaz,12:46:45,12:47:05
Federal Government College,12:49:55,12:50:15
Hammad Uddin Road,12:52:25,12:52:45
G-11 Markaz,12:54:35,12:54:55
A.K Bari Road,12:57:35,12:57:55
NUST Metro Station,12:59:45,13:00:05
G-13 Metro Station,13:02:15,13:02:35
Golra Morh Metro Station,13:04:55,13:04:55
Taxila,12:45:00,12:45:00
Timber Market,12:47:20,12:47:40
Wahdat Colony,12:49:10,12:49:30
Taxila Bypass,12:52:40,12:53:00
Margalla,12:55:20,12:55:40
B-17 Gate no. 2,12:58:15,12:58:35
B-17 Gate no. 1,13:00:35,13:00:55
Sangjani,13:03:55,13:04:15
Shah Allah Ditta,13:15:35,13:15:55
D-12 Markaz,13:22:15,13:22:55
IESCO D-12,13:24:40,13:25:00
D-12 Service Road,13:26:55,13:27:15
Islamabad International Hospital,13:29:05,13:29:25
Multy Stop,13:33:05,13:33:25
NPF Housing Society,13:35:05,13:35:25
Golra Sharif F-11/3,13:42:15,13:42:35
OPF Girls College,13:44:15,13:44:35
F-11 Markaz,13:46:45,13:47:05
Federal Government College,13:49:55,13:50:15
Hammad Uddin Road,13:52:25,13:52:45
G-11 Markaz,13:54:35,13:54:55
A.K Bari Road,13:57:35,13:57:55
NUST Metro Station,13:59:45,14:00:05
G-13 Metro Station,14:02:15,14:02:35
Golra Morh Metro Station,14:04:55,14:04:55
Taxila,13:45:00,13:45:00
Timber Market,13:47:20,13:47:40
Wahdat Colony,13:49:10,13:49:30
Taxila Bypass,13:52:40,13:53:00
Margalla,13:55:20,13:55:40
B-17 Gate no. 2,13:58:15,13:58:35
B-17 Gate no. 1,14:00:35,14:00:55
Sangjani,14:03:55,14:04:15
Shah Allah Ditta,14:15:35,14:15:55
D-12 Markaz,14:22:15,14:22:55
IESCO D-12,14:24:40,14:25:00
D-12 Service Road,14:26:55,14:27:15
Islamabad International Hospital,14:29:05,14:29:25
Multy Stop,14:33:05,14:33:25
NPF Housing Society,14:35:05,14:35:25
Golra Sharif F-11/3,14:42:15,14:42:35
OPF Girls College,14:44:15,14:44:35
F-11 Markaz,14:46:45,14:47:05
Federal Government College,14:49:55,14:50:15
Hammad Uddin Road,14:52:25,14:52:45
G-11 Markaz,14:54:35,14:54:55
A.K Bari Road,14:57:35,14:57:55
NUST Metro Station,14:59:45,15:00:05
G-13 Metro Station,15:02:15,15:02:35
Golra Morh Metro Station,15:04:55,15:04:55
Taxila,14:45:00,14:45:00
Timber Market,14:47:20,14:47:40
Wahdat Colony,14:49:10,14:49:30
Taxila Bypass,14:52:40,14:53:00
Margalla,14:55:20,14:55:40
B-17 Gate no. 2,14:58:15,14:58:35
B-17 Gate no. 1,15:00:35,15:00:55
Sangjani,15:03:55,15:04:15
Shah Allah Ditta,15:15:35,15:15:55
D-12 Markaz,15:22:15,15:22:55
IESCO D-12,15:24:40,15:25:00
D-12 Service Road,15:26:55,15:27:15
Islamabad International Hospital,15:29:05,15:29:25
Multy Stop,15:33:05,15:33:25
NPF Housing Society,15:35:05,15:35:25
Golra Sharif F-11/3,15:42:15,15:42:35
OPF Girls College,15:44:15,15:44:35
F-11 Markaz,15:46:45,15:47:05
Federal Government College,15:49:55,15:50:15
Hammad Uddin Road,15:52:25,15:52:45
G-11 Markaz,15:54:35,15:54:55
A.K Bari Road,15:57:35,15:57:55
NUST Metro Station,15:59:45,16:00:05
G-13 Metro Station,16:02:15,16:02:35
Golra Morh Metro Station,16:04:55,16:04:55
Taxila,15:45:00,15:45:00
Timber Market,15:47:20,15:47:40
Wahdat Colony,15:49:10,15:49:30
Taxila Bypass,15:52:40,15:53:00
Margalla,15:55:20,15:55:40
B-17 Gate no. 2,15:58:15,15:58:35
B-17 Gate no. 1,16:00:35,16:00:55
Sangjani,16:03:55,16:04:15
Shah Allah Ditta,16:15:35,16:15:55
D-12 Markaz,16:22:15,16:22:55
IESCO D-12,16:24:40,16:25:00
D-12 Service Road,16:26:55,16:27:15
Islamabad International Hospital,16:29:05,16:29:25
Multy Stop,16:33:05,16:33:25
NPF Housing Society,16:35:05,16:35:25
Golra Sharif F-11/3,16:42:15,16:42:35
OPF Girls College,16:44:15,16:44:35
F-11 Markaz,16:46:45,16:47:05
Federal Government College,16:49:55,16:50:15
Hammad Uddin Road,16:52:25,16:52:45
G-11 Markaz,16:54:35,16:54:55
A.K Bari Road,16:57:35,16:57:55
NUST Metro Station,16:59:45,17:00:05
G-13 Metro Station,17:02:15,17:02:35
Golra Morh Metro Station,17:04:55,17:04:55
Taxila,16:45:00,16:45:00
Timber Market,16:47:20,16:47:40
Wahdat Colony,16:49:10,16:49:30
Taxila Bypass,16:52:40,16:53:00
Margalla,16:55:20,16:55:40
B-17 Gate no. 2,16:58:15,16:58:35
B-17 Gate no. 1,17:00:35,17:00:55
Sangjani,17:03:55,17:04:15
Shah Allah Ditta,17:15:35,17:15:55
D-12 Markaz,17:22:15,17:22:55
IESCO D-12,17:24:40,17:25:00
D-12 Service Road,17:26:55,17:27:15
Islamabad International Hospital,17:29:05,17:29:25
Multy Stop,17:33:05,17:33:25
NPF Housing Society,17:35:05,17:35:25
Golra Sharif F-11/3,17:42:15,17:42:35
OPF Girls College,17:44:15,17:44:35
F-11 Markaz,17:46:45,17:47:05
Federal Government College,17:49:55,17:50:15
Hammad Uddin Road,17:52:25,17:52:45
G-11 Markaz,17:54:35,17:54:55
A.K Bari Road,17:57:35,17:57:55
NUST Metro Station,17:59:45,18:00:05
G-13 Metro Station,18:02:15,18:02:35
Golra Morh Metro Station,18:04:55,18:04:55
Taxila,17:45:00,17:45:00
Timber Market,17:47:20,17:47:40
Wahdat Colony,17:49:10,17:49:30
Taxila Bypass,17:52:40,17:53:00
Margalla,17:55:20,17:55:40
B-17 Gate no. 2,17:58:15,17:58:35
B-17 Gate no. 1,18:00:35,18:00:55
Sangjani,18:03:55,18:04:15
Shah Allah Ditta,18:15:35,18:15:55
D-12 Markaz,18:22:15,18:22:55
IESCO D-12,18:24:40,18:25:00
D-12 Service Road,18:26:55,18:27:15
Islamabad International Hospital,18:29:05,18:29:25
Multy Stop,18:33:05,18:33:25
NPF Housing Society,18:35:05,18:35:25
Golra Sharif F-11/3,18:42:15,18:42:35
OPF Girls College,18:44:15,18:44:35
F-11 Markaz,18:46:45,18:47:05
Federal Government College,18:49:55,18:50:15
Hammad Uddin Road,18:52:25,18:52:45
G-11 Markaz,18:54:35,18:54:55
A.K Bari Road,18:57:35,18:57:55
NUST Metro Station,18:59:45,19:00:05
G-13 Metro Station,19:02:15,19:02:35
Golra Morh Metro Station,19:04:55,19:04:55
Taxila,18:45:00,18:45:00
Timber Market,18:47:20,18:47:40
Wahdat Colony,18:49:10,18:49:30
Taxila Bypass,18:52:40,18:53:00
Margalla,18:55:20,18:55:40
B-17 Gate no. 2,18:58:15,18:58:35
B-17 Gate no. 1,19:00:35,19:00:55
Sangjani,19:03:55,19:04:15
Shah Allah Ditta,19:15:35,19:15:55
D-12 Markaz,19:22:15,19:22:55
IESCO D-12,19:24:40,19:25:00
D-12 Service Road,19:26:55,19:27:15
Islamabad International Hospital,19:29:05,19:29:25
Multy Stop,19:33:05,19:33:25
NPF Housing Society,19:35:05,19:35:25
Golra Sharif F-11/3,19:42:15,19:42:35
OPF Girls College,19:44:15,19:44:35
F-11 Markaz,19:46:45,19:47:05
Federal Government College,19:49:55,19:50:15
Hammad Uddin Road,19:52:25,19:52:45
G-11 Markaz,19:54:35,19:54:55
A.K Bari Road,19:57:35,19:57:55
NUST Metro Station,19:59:45,20:00:05
G-13 Metro Station,20:02:15,20:02:35
Golra Morh Metro Station,20:04:55,20:04:55
Taxila,19:45:00,19:45:00
Timber Market,19:47:20,19:47:40
Wahdat Colony,19:49:10,19:49:30
Taxila Bypass,19:52:40,19:53:00
Margalla,19:55:20,19:55:40
B-17 Gate no. 2,19:58:15,19:58:35
B-17 Gate no. 1,20:00:35,20:00:55
Sangjani,20:03:55,20:04:15
Shah Allah Ditta,20:15:35,20:15:55
D-12 Markaz,20:22:15,20:22:55
IESCO D-12,20:24:40,20:25:00
D-12 Service Road,20:26:55,20:27:15
Islamabad International Hospital,20:29:05,20:29:25
Multy Stop,20:33:05,20:33:25
NPF Housing Society,20:35:05,20:35:25
Golra Sharif F-11/3,20:42:15,20:42:35
OPF Girls College,20:44:15,20:44:35
F-11 Markaz,20:46:45,20:47:05
Federal Government College,20:49:55,20:50:15
Hammad Uddin Road,20:52:25,20:52:45
G-11 Markaz,20:54:35,20:54:55
A.K Bari Road,20:57:35,20:57:55
NUST Metro Station,20:59:45,21:00:05
G-13 Metro Station,21:02:15,21:02:35
Golra Morh Metro Station,21:04:55,21:04:55
Taxila,20:45:00,20:45:00
Timber Market,20:47:20,20:47:40
Wahdat Colony,20:49:10,20:49:30
Taxila Bypass,20:52:40,20:53:00
Margalla,20:55:20,20:55:40
B-17 Gate no. 2,20:58:15,20:58:35
B-17 Gate no. 1,21:00:35,21:00:55
Sangjani,21:03:55,21:04:15
Shah Allah Ditta,21:15:35,21:15:55
D-12 Markaz,21:22:15,21:22:55
IESCO D-12,21:24:40,21:25:00
D-12 Service Road,21:26:55,21:27:15
Islamabad International Hospital,21:29:05,21:29:25
Multy Stop,21:33:05,21:33:25
NPF Housing Society,21:35:05,21:35:25
Golra Sharif F-11/3,21:42:15,21:42:35
OPF Girls College,21:44:15,21:44:35
F-11 Markaz,21:46:45,21:47:05
Federal Government College,21:49:55,21:50:15
Hammad Uddin Road,21:52:25,21:52:45
G-11 Markaz,21:54:35,21:54:55
A.K Bari Road,21:57:35,21:57:55
NUST Metro Station,21:59:45,22:00:05
G-13 Metro Station,22:02:15,22:02:35
Golra Morh Metro Station,22:04:55,22:04:55
Taxila,21:45:00,21:45:00
Timber Market,21:47:20,21:47:40
Wahdat Colony,21:49:10,21:49:30
Taxila Bypass,21:52:40,21:53:00
Margalla,21:55:20,21:55:40
B-17 Gate no. 2,21:58:15,21:58:35
B-17 Gate no. 1,22:00:35,22:00:55
Sangjani,22:03:55,22:04:15
Shah Allah Ditta,22:15:35,22:15:55
D-12 Markaz,22:22:15,22:22:55
IESCO D-12,22:24:40,22:25:00
D-12 Service Road,22:26:55,22:27:15
Islamabad International Hospital,22:29:05,22:29:25
Multy Stop,22:33:05,22:33:25
NPF Housing Society,22:35:05,22:35:25
Golra Sharif F-11/3,22:42:15,22:42:35
OPF Girls College,22:44:15,22:44:35
F-11 Markaz,22:46:45,22:47:05
Federal Government College,22:49:55,22:50:15
Hammad Uddin Road,22:52:25,22:52:45
G-11 Markaz,22:54:35,22:54:55
A.K Bari Road,22:57:35,22:57:55
NUST Metro Station,22:59:45,23:00:05
G-13 Metro Station,23:02:15,23:02:35
Golra Morh Metro Station,23:04:55,23:04:55
