StopName,ArrivalTime,DepartureTime
Wah Model Town Phase 01,12:21:55,12:22:15
Bahtar Morh,12:23:05,12:23:25
New City Phase 02,12:25:20,12:25:40
Losar Sharfoo,12:27:35,12:27:55
New City Phase 01,12:29:15,12:29:35
Jinnah Colony,12:31:10,12:31:30
Gulshan e Anwar,12:32:50,12:33:10
Wah Cantt Barrier No 2,12:34:30,12:34:50
Nawab Abad,12:36:40,12:37:00
University of Wah,12:38:50,12:39:10
Taxila Chowk,12:41:30,12:41:30
Tipu Sultan Shaheed Chowk,13:00:00,13:00:00
Hassan Abdal,13:01:20,13:01:40
WAPDA Colony,13:03:10,13:03:30
Dhok Dhollian,13:04:50,13:05:10
Askari Cement Factory Roac,13:06:30,13:06:50
Wah Gardens,13:08:45,13:09:05
Shah Wali Colony Road,13:10:10,13:10:30
Ahmad Nagar,13:11:20,13:11:40
Wah Cantt Barrier 03,13:12:30,13:12:50
Sabri Gali,13:13:30,13:13:50
Basti,13:15:20,13:15:40
Malakand Stop,13:16:50,13:17:10
Swedish College,13:18:40,13:19:00
Wah Model Town Phase 02,13:19:55,13:20:15
Wah Model Town Phase 01,13:21:55,13:22:15
Bahtar Morh,13:23:05,13:23:25
New City Phase 02,13:25:20,13:25:40
Losar Sharfoo,13:27:35,13:27:55
New City Phase 01,13:29:15,13:29:35
Jinnah Colony,13:31:10,13:31:30
Gulshan e Anwar,13:32:50,13:33:10
Wah Cantt Barrier No 2,13:34:30,13:34:50
Nawab Abad,13:36:40,13:37:00
University of Wah,13:38:50,13:39:10
Taxila Chowk,13:41:30,13:41:30
Tipu Sultan Shaheed Chowk,14:00:00,14:00:00
Hassan Abdal,14:01:20,14:01:40
WAPDA Colony,14:03:10,14:03:30
Dhok Dhollian,14:04:50,14:05:10
Askari Cement Factory Roac,14:06:30,14:06:50
Wah Gardens,14:08:45,14:09:05
Shah Wali Colony Road,14:10:10,14:10:30
Ahmad Nagar,14:11:20,14:11:40
Wah Cantt Barrier 03,14:12:30,14:12:50
Sabri Gali,14:13:30,14:13:50
Basti,14:15:20,14:15:40
Malakand Stop,14:16:50,14:17:10
Swedish College,14:18:40,14:19:00
Wah Model Town Phase 02,14:19:55,14:20:15
Wah Model Town Phase 01,14:21:55,14:22:15
Bahtar Morh,14:23:05,14:23:25
New City Phase 02,14:25:20,14:25:40
Losar Sharfoo,14:27:35,14:27:55
New City Phase 01,14:29:15,14:29:35
Jinnah Colony,14:31:10,14:31:30
Gulshan e Anwar,14:32:50,14:33:10
Wah Cantt Barrier No 2,14:34:30,14:34:50
Nawab Abad,14:36:40,14:37:00
University of Wah,14:38:50,14:39:10
Taxila Chowk,14:41:30,14:41:30
Tipu Sultan Shaheed Chowk,15:00:00,15:00:00
Hassan Abdal,15:01:20,15:01:40
WAPDA Colony,15:03:10,15:03:30
Dhok Dhollian,15:04:50,15:05:10
Askari Cement Factory Roac,15:06:30,15:06:50
Wah Gardens,15:08:45,15:09:05
Shah Wali Colony Road,15:10:10,15:10:30
Ahmad Nagar,15:11:20,15:11:40
Wah Cantt Barrier 03,15:12:30,15:12:50
Sabri Gali,15:13:30,15:13:50
Basti,15:15:20,15:15:40
Malakand Stop,15:16:50,15:17:10
Swedish College,15:18:40,15:19:00
Wah Model Town Phase 02,15:19:55,15:20:15
Wah Model Town Phase 01,15:21:55,15:22:15
Bahtar Morh,15:23:05,15:23:25
New City Phase 02,15:25:20,15:25:40
Losar Sharfoo,15:27:35,15:27:55
New City Phase 01,15:29:15,15:29:35
Jinnah Colony,15:31:10,15:31:30
Gulshan e Anwar,15:32:50,15:33:10
Wah Cantt Barrier No 2,15:34:30,15:34:50
Nawab Abad,15:36:40,15:37:00
University of Wah,15:38:50,15:39:10
Taxila Chowk,15:41:30,15:41:30
Tipu Sultan Shaheed Chowk,16:00:00,16:00:00
Hassan Abdal,16:01:20,16:01:40
WAPDA Colony,16:03:10,16:03:30
Dhok Dhollian,16:04:50,16:05:10
Askari Cement Factory Roac,16:06:30,16:06:50
Wah Gardens,16:08:45,16:09:05
Shah Wali Colony Road,16:10:10,16:10:30
Ahmad Nagar,16:11:20,16:11:40
Wah Cantt Barrier 03,16:12:30,16:12:50
Sabri Gali,16:13:30,16:13:50
Basti,16:15:20,16:15:40
Malakand Stop,16:16:50,16:17:10
Swedish College,16:18:40,16:19:00
Wah Model Town Phase 02,16:19:55,16:20:15
Wah Model Town Phase 01,16:21:55,16:22:15
Bahtar Morh,16:23:05,16:23:25
New City Phase 02,16:25:20,16:25:40
Losar Sharfoo,16:27:35,16:27:55
New City Phase 01,16:29:15,16:29:35
Jinnah Colony,16:31:10,16:31:30
Gulshan e Anwar,16:32:50,16:33:10
Wah Cantt Barrier No 2,16:34:30,16:34:50
Nawab Abad,16:36:40,16:37:00
University of Wah,16:38:50,16:39:10
Taxila Chowk,16:41:30,16:41:30
Tipu Sultan Shaheed Chowk,17:00:00,17:00:00
Hassan Abdal,17:01:20,17:01:40
WAPDA Colony,17:03:10,17:03:30
Dhok Dhollian,17:04:50,17:05:10
Askari Cement Factory Roac,17:06:30,17:06:50
Wah Gardens,17:08:45,17:09:05
Shah Wali Colony Road,17:10:10,17:10:30
Ahmad Nagar,17:11:20,17:11:40
Wah Cantt Barrier 03,17:12:30,17:12:50
Sabri Gali,17:13:30,17:13:50
Basti,17:15:20,17:15:40
Malakand Stop,17:16:50,17:17:10
Swedish College,17:18:40,17:19:00
Wah Model Town Phase 02,17:19:55,17:20:15
Wah Model Town Phase 01,17:21:55,17:22:15
Bahtar Morh,17:23:05,17:23:25
New City Phase 02,17:25:20,17:25:40
Losar Sharfoo,17:27:35,17:27:55
New City Phase 01,17:29:15,17:29:35
Jinnah Colony,17:31:10,17:31:30
Gulshan e Anwar,17:32:50,17:33:10
Wah Cantt Barrier No 2,17:34:30,17:34:50
Nawab Abad,17:36:40,17:37:00
University of Wah,17:38:50,17:39:10
Taxila Chowk,17:41:30,17:41:30
Tipu Sultan Shaheed Chowk,18:00:00,18:00:00
Hassan Abdal,18:01:20,18:01:40
WAPDA Colony,18:03:10,18:03:30
Dhok Dhollian,18:04:50,18:05:10
Askari Cement Factory Roac,18:06:30,18:06:50
Wah Gardens,18:08:45,18:09:05
Shah Wali Colony Road,18:10:10,18:10:30
Ahmad Nagar,18:11:20,18:11:40
Wah Cantt Barrier 03,18:12:30,18:12:50
Sabri Gali,18:13:30,18:13:50
Basti,18:15:20,18:15:40
Malakand Stop,18:16:50,18:17:10
Swedish College,18:18:40,18:19:00
Wah Model Town Phase 02,18:19:55,18:20:15
Wah Model Town Phase 01,18:21:55,18:22:15
Bahtar Morh,18:23:05,18:23:25
New City Phase 02,18:25:20,18:25:40
Losar Sharfoo,18:27:35,18:27:55
New City Phase 01,18:29:15,18:29:35
Jinnah Colony,18:31:10,18:31:30
Gulshan e Anwar,18:32:50,18:33:10
Wah Cantt Barrier No 2,18:34:30,18:34:50
Nawab Abad,18:36:40,18:37:00
University of Wah,18:38:50,18:39:10
Taxila Chowk,18:41:30,18:41:30
Tipu Sultan Shaheed Chowk,19:00:00,19:00:00
Hassan Abdal,19:01:20,19:01:40
WAPDA Colony,19:03:10,19:03:30
Dhok Dhollian,19:04:50,19:05:10
Askari Cement Factory Roac,19:06:30,19:06:50
Wah Gardens,19:08:45,19:09:05
Shah Wali Colony Road,19:10:10,19:10:30
Ahmad Nagar,19:11:20,19:11:40
Wah Cantt Barrier 03,19:12:30,19:12:50
Sabri Gali,19:13:30,19:13:50
Basti,19:15:20,19:15:40
Malakand Stop,19:16:50,19:17:10
Swedish College,19:18:40,19:19:00
Wah Model Town Phase 02,19:19:55,19:20:15
Wah Model Town Phase 01,19:21:55,19:22:15
Bahtar Morh,19:23:05,19:23:25
New City Phase 02,19:25:20,19:25:40
Losar Sharfoo,19:27:35,19:27:55
New City Phase 01,19:29:15,19:29:35
Jinnah Colony,19:31:10,19:31:30
Gulshan e Anwar,19:32:50,19:33:10
Wah Cantt Barrier No 2,19:34:30,19:34:50
Nawab Abad,19:36:40,19:37:00
University of Wah,19:38:50,19:39:10
Taxila Chowk,19:41:30,19:41:30
